deptAcronym,shortcode,uniqueId,department,projectName,description,totalBudget,estimatedCompletionDate,rawProvidedDate,yearsRemaining,originalDocumentOrder,source,asOfDate,isOver10M,isOver100M
hc,pep,hc-pep,Health Canada,Planning for Enterprise Performance,"Planning for Enterprise Performance (PEP)
 This will replace the many varied Health Canada internal planning and reporting processes with a single solution,
 allowing us to integrate strategic, operational, and financial information, improve reporting efficiency, and ensure that we have a sinqle authoritative source of information.","$9,800,000","March 31, 2019","March 31, 2019",2.8,119,8555-421-266,"June 9, 2016",0,0
hc,sia,hc-sia,Health Canada,Synergy in Action,"Synergy in Action (SiA)
 This will integrate multiple data sources from Health Canada and other Departments to support evidence-based decision making and improve operational efficiency for the delivery of administrative and health programs: Specialists such as, pharmacists and physicians, will have acess to comprehensive and near real-time data to
 support their work.","$3,000,000","March 31, 2019","March 31, 2019",2.8,120,8555-421-266,"June 9, 2016",0,0
hc,nohis,hc-nohis,Health Canada,National Occupational Health Information System,"National Occupational Health Information System (NOHIS)
 This will modernize the delivery of the Public Service Occupational Health program by providing case management, scheduling and reporting for health professionals delivering services to public servants exposed, in their line of work, to specific health risks.","$1,000,000","March 31, 2018","March 31, 2018",1.8,121,8555-421-266,"June 9, 2016",0,0
hc,wri,hc-wri,Health Canada,Web Renewal Initiative,"Government of Canada Web Renewal Initiative {GCWRI)
 Treasury Board Secretariat (TBS) is consolidating all GC websites into a new streamlined website at Canada.ca. The GCWRI will improve the effectiveness of the government's web presence by organizing online information and services, allowing Canadians to more effectively find the information they need.","$21,000,000","March 31, 2018","March 31, 2018",1.8,122,8555-421-266,"June 9, 2016",1,0
hc,icapm,hc-icapm,Health Canada,IMSD Capacity and Portfolio Management (iCAPM),"IMSD Capacity and Portfolio Management (iCAPM)
 This project will consolidate the data on HC/PHAC software assets from multiple conflicting data sources into a
 single solution. This will create a single authoritative source of information, allowing for improved efficiency in planning and decision-making, and allow for the retirement of multiple aging systems.","$1,800,000","March 31, 2016","March 31, 2016",-0.2,123,8555-421-266,"June 9, 2016",0,0
hc,mtss,hc-mtss,Health Canada,Medical Transportation System Solution,"Medical Transportation System Solution (MTSS)
 The will procure a single, national solution to replace the existing mix of Medical Transportation (MT) systems that will meet the service delivery needs of Health Canada's regional offices. It will also permit the replacement of several aging systems at risk of failure.","$6,400,000","March 31, 2018","March 31, 2018",1.8,124,8555-421-266,"June 9, 2016",0,0
hc,hicps,hc-hicps,Health Canada,Health Information & Claims Processing Services Renewal,"The Renewal of the Health Information & Claims Processing Services (HICPS)
 This project will select the most appropriate supplier.for a 10-year contract and, thereafter, manage the contract to replace the existing aging system used to process non-insured health benefit claims.","$18,600,000","March 31, 2020","March 31, 2020",3.8,125,8555-421-266,"June 9, 2016",1,0
hc,fm,hc-fm,Health Canada,Food Guide Modernization,"Food Modernisation
 This will develop a My Food Guide mobile application, offering Canadians the opportunity to obtain healthy eating information while on the go. In addition, the project will develop a web-based application to receive information from industry which will assist HC in the development of new standards for sodium levels, and other nutrients, for soecific foods.","$2,300,000","March 31, 2019","March 31, 2019",2.8,126,8555-421-266,"June 9, 2016",0,0
hc,csi,hc-csi,Health Canada,Common Submission Intake,"Common Submission Intake
 This project will provide a single window for receiving stakeholders' submissions, thereby eliminating multiple aging systems, manual data entry and manual validation, enabling international data sharing (via the U.S. FDA gateway), enabling data sharing and integration with Canadian healthcare system, and reducing processing time
 to imorove Canadians' access to consumer products.","$8,300,000","March 31, 2019","March 31, 2019",2.8,127,8555-421-266,"June 9, 2016",0,0
hc,eprs-modernization,hc-eprs-modernization,Health Canada,e-PRS (Pesticide Regulatory System) Modernization,"e-PRS Modernisation
 This will.modernize the electronic pesticide regulatory system, an integrated end to end case management solution that manages the records, documents, and workflow related to the regulation of pesticides in Canada. It will imorove ooerational efficiency and reduce onQoinQ maintenance costs.","$3,300,000","March 31, 2018","March 31, 2018",1.8,128,8555-421-266,"June 9, 2016",0,0
hc,fnihb-emr,hc-fnihb-emr,Health Canada,FNIHB National Electronic Medical Records Project,"FNIHB National Electronic Medical Records Project {EMR)
 This project will support FNIHB regional EMR demonstration projects. These will generate tools, plans, documented policies and successful EMR implementation procedures I methods (e.g. moving information from
 oaoer-based formats to diQital charts).","$2,400,000","March 31, 2018","March 31, 2018",1.8,129,8555-421-266,"June 9, 2016",0,0
hc,fnihb-it-modernization,hc-fnihb-it-modernization,Health Canada,FNIHB IT Modernization,"FNIHB IT Modernization
 This is an umbrella initiative to replace aging and duplicate systems supporting FNIHB operations with standardized solutions, thereby increasing operational agility and flexibility while reducing overall maintenance costs.","$2,100,000","March 31, 2018","March 31, 2018",1.8,130,8555-421-266,"June 9, 2016",0,0
hc,eam,hc-eam,Health Canada,Enterprise Assets Management,"Enterprise Assets Management
 This project will improve physical IT asset management by con!5olidating two aging standalone system!5 into one modernized application, eliminating data entry duplication, and improving life cycle asset and warehouse
 manaaement.","$4,600,000","March 31, 2018","March 31, 2018",1.8,131,8555-421-266,"June 9, 2016",0,0
hc,drug-shortages,hc-drug-shortages,Health Canada,Drug Shortages Enhancement,"Drug Shortages
 This project is to update the current information technology (drugshortages.ca) and provide enhanced capability in order to permit compliance with commitments for voluntary public notification of potential and actual drug shortages by Canadian drug companies (manufacturers and importers).","$1,400,000","March 31, 2017","March 31, 2017",0.8,132,8555-421-266,"June 9, 2016",0,0
hc,gcdocs,hc-gcdocs,Health Canada,GCdocs,"GCDOCS
 This will implement an electronic records and document management system to manage information resources (electronic and hard copy). This will allow the consolidation and decommissioning of multiple aging information management systems and databases, reducing information duplication and improving information accuracy.","$15,100,000","March 31, 2020","March 31, 2020",3.8,133,8555-421-266,"June 9, 2016",1,0
hc,dhpr-2,hc-dhpr-2,Health Canada,Drugs and Health Product Register Release 2,"Drugs and Health Product Register - Release 2
 This brings together and organises health product information supporting the Health.Canada website, improving site navigation/sear h and reducing maintenance costs. It also broadens the audience to include Health Practitioners and Researchers.","$2,000,000","March 31, 2017","March 31, 2017",0.8,134,8555-421-266,"June 9, 2016",0,0
hc,windows-2003,hc-windows-2003,Health Canada,Windows 2003 Server Migration,"Windows 2003 Server Migration (STAR) _
 This will move applications and IT services currently on a Microsoft (MS) Windows Server 2003 platform to a supported MS Windows 2008 or MS Windows 2012 server platform. All MS Windows Server 2003 servers must be decommissioned by March 31, 2017 as Microsoft will no longer support the environments and they will thus be vulnerable to security risks.","$2,800,000","March 31, 2018","March 31, 2018",1.8,135,8555-421-266,"June 9, 2016",0,0
hc,mygchr,hc-mygchr,Health Canada,MyGCHR,"My Government of Canada Human Resources (My GCHR)
 This will move Departments and Agencies to a single standard HR solution, which will standardize many HR_ transactions across the public service while improving the consistency of information and allowing users greater control over their personal information. To support project delivery, reporting processes used by HC/PHAC HR have to be modified to align with the new standards required under My GCHR.","$1,200,000","March 31, 2017","March 31, 2017",0.8,136,8555-421-266,"June 9, 2016",0,0
hc,eti,hc-eti,Health Canada,Email Transformation Initiative,"Email Transformation Initiative (ETI)
 This will migrate 14,000 HC/PHAC employees from the existing aging email system to the GC Microsoft Outlook
 system. This also includes upgrading approximately 200 e-mail enabled applications to function with the new email service.","$3,300,000",,TBD (dependent on SSC project plan),,137,8555-421-266,"June 9, 2016",0,0
phac,gphin,phac-gphin,Public Health Agency of Canada,Global Public Health Intelligence Network 4 Renewal,"Global Public Health Intelligence Network: Re-renewal (GPHIN-R) Project: This project is intended to replace an aging IT system which supports Canada's Health Security mandate by assisting with the early identification of potential health threats world-wide. The new system will expand the volume and scope of monitored data so_urces, provide new avenues for information analysis, rapid risk assessment, and improve the tum-around time for event detection and
 reoortino.","$10,100,000","March 31, 2018","March 31, 2018",1.8,138,8555-421-266,"June 9, 2016",1,0
cfia,eti,cfia-eti,Canadian Food Inspection Agency,Email Transformation Initiative,"ETI (E-mail transformation)
 The ETI project will bring the CFIA email environment to the common Government Canada standard.","$1,307,900",,"2016/17 Note that completion is
 dependent on Shared Services Canada",,139,8555-421-266,"June 9, 2016",0,0
cfia,oracle,cfia-oracle,Canadian Food Inspection Agency,Oracle Upgrade,"Oracle Upgrade
 This initiative will provide an upgraded Oracle environment as well as enhancements to correct problems.","$7,413,800","March 31, 2017",2016/17,0.8,140,8555-421-266,"June 9, 2016",0,0
cfia,opengov,cfia-opengov,Canadian Food Inspection Agency,Open Government Implementation,"Open Government Implementation
 Deliver upon the Agency's Open Government Implementation Plan to be compliant with the Treasurv Board Secretariat directive on Open Government.","$4,080,800","March 31, 2020",2019/20,3.8,141,8555-421-266,"June 9, 2016",0,0
cfia,gcdocs,cfia-gcdocs,Canadian Food Inspection Agency,GCdocs,"RDIMS to GCDOCS Transition
 Aligns with the Government of Canada direction for the standardization management of information holdings (going digital) - transition from current RDIMS to new GCDOCS platform.","$3,149,100","March 31, 2020",2019/20,3.8,142,8555-421-266,"June 9, 2016",0,0
cfia,wlm,cfia-wlm,Canadian Food Inspection Agency,Workload Migration,"SSC Data Centre Migration
 The CFIA is required to move its applications (and data) into the new Shared Services Canada Data Centers. It is necessary to ensure our IT assets (which includes 175 applications) are in a compliant state to be migrated and supported in the end state data centers.
 <","$21,475,600","March 31, 2021",2020/21,4.8,143,8555-421-266,"June 9, 2016",1,0
cihr,enables,cihr-enables,Canadian Institutes of Health Research,Enabling Business by Leveraging Systems (EnaBLeS) Project,"The Canadian Institutes of Health Research has recently initiated the Enabling Business by Leveraging Systems (EnaBLeS) project. This project is primarily focused on implementing technology-enabled business processes and solutions to create benefits for CIHR and its stakeholders, in accordance with CIHR's strategic an,d operational priorities.
  
 Through this project, CIHR will be able to improve the quality, transparency, timeliness and efficiency of program services delivery and enhance the value and visibility of its collaboration with strategic partners for the creation of new knowledge and its translation into improved health for Canadians, more effective health services and.products, and a strengthened Canadian health care system.
  
 Note: The scope of EnaBLeS is currently being finalized and the project is not yet approved.","$9,800,000","March 31, 2022","March 31, 2022",5.8,144,8555-421-266,"June 9, 2016",0,0
ircc,bep,ircc-bep,"Immigration, Refugees and Citizenship Canada",Biometrics Expansion,"Biometrics Expansion
 The purpose is to expand the collection of biometric data, expand the service delivery network to additional Visa Application Centers, in Canada I Service Canada locations, and Canada Border Services Agency's secondary Port Of Entry, and expand immigration information sharing to Australia, New Zealand, and the United Kingdom. Expected outcomes include strengthened identify management, not allowing inadmissible individuals into Canada, and facilitating / expediting admissible individuals.","$13,229,322","June 1, 2018","June 1, 2018",2.0,145,8555-421-266,"June 9, 2016",1,0
ircc,eta-expansion,ircc-eta-expansion,"Immigration, Refugees and Citizenship Canada",Beyond the Border Action Plan Electronic Travel Authorization (eTA),"Beyond th.e B order Action Plan - Electronic Travel Authorisation (eTA)-
 Expansion
 The eTA Expansion Project is to implement the necessary policy, operational and infrastructure changes required to support expanded eligibility to low risk travelers. The project includes developing a capacity to obtain information on
 American visas from the United States.","$1,818,322","March 1, 2017","March 1, 2017",0.7,146,8555-421-266,"June 9, 2016",0,0
ircc,ppmi,ircc-ppmi,"Immigration, Refugees and Citizenship Canada",Passport Modernization Initiative,"Passport M demization Initiative
 Passport modernization comprises a number of initiatives aimed at modernizing passport systems, processes, policies and procedures to better meet evolving international and security requirements, to improve program service delivery and accessibility for clients, and, to ensu e the program is
 delivered efficiently.","$28,713,419","December 1, 2018","December 1, 2018",2.5,147,8555-421-266,"June 9, 2016",1,0
ircc,tfwp-imp-3,ircc-tfwp-imp-3,"Immigration, Refugees and Citizenship Canada",Temporary Foreign Worker Program International Mobility Program Phase Ill,"Temporary Foreign Worker Program (TFWP) - International Mobility Program (IMP) Phase Ill
 Implement a public-facing, online collaboration/information sharing tool for
 open work permit holders.
  
 Enhancements to existing functionalities in the Global Case Management System (GCMS) and processes related to Labour Market Impact Assessment (LMIA)-exempt employers by establishing connection between IRCC and Employment and Social Development Canada systems to share data.","$1,829,263","March 1, 2017","March 1, 2017",0.7,148,8555-421-266,"June 9, 2016",0,0
ircc,gcms-entry-exit,ircc-gcms-entry-exit,"Immigration, Refugees and Citizenship Canada",GCMS Entry Exit Interdiction and Border Alerting System Interface,"Entry Exit
 The Canada Border Service Agency (CBSA) and IRCC will jointly leverage the GCMS to build functionality for accessing information on the entry and exit of all travellers to support existing immigration lines of business across both the CBSA and IRCC. The CBSA will develop the functionality in the system called EXIS and the supporting commercial-off-the-shelf tools to produce and deliver entry and exit query results to GCMS, while IRCC will develop and implement the necessary changes to GCMS, with support from CBSA, to display the query results. Further, GCMS will send data through the Interdiction and Border Alerting System interface to provide data to CBSA that they will use to calculate overstay information.","$3,569,938","February 1, 2018","February 1, 2018",1.6,149,8555-421-266,"June 9, 2016",0,0
ircc,gcs-automating,ircc-gcs-automating,"Immigration, Refugees and Citizenship Canada",Grants and Contributions Automation,"Automating Grants and Contributions
 Provide additional automation for reporting externally and internally on settlement and resettlement programming.","$3,365,000","March 1, 2017","March 1, 2017",0.7,150,8555-421-266,"June 9, 2016",0,0
inac,toms,inac-toms,Indigenous Services Canada & Crown-Indigenous Relations and Northern Affairs Canada,Treaty Obligation Management System Modernization,"TOMS Modernization (Treaty Obligation Management System):
  
 TOMS needs to be modernized to provide departments with a central, accessible tool to identify, track, analyze and report on the status of their 01:?ligations.
  
 The current system was initially launched five years ago. The system architecture is unable to support some of the requirements proposed for a Whole­ of-Government approach to Modern Treaty Implementation.","$2,000,000","March 30, 2018","March 30, 2018",1.8,151,8555-421-266,"June 9, 2016",0,0
inac,nunavut-map-selection,inac-nunavut-map-selection,Indigenous Services Canada & Crown-Indigenous Relations and Northern Affairs Canada,Nunavut Map Selection,"Nunavut Map Selection:
  
 On line map selection is a process that modernizes the acquisition of mineral tenure. It is a technology tool that removes the physical requirement of physically traveling to Nunavut to stake out a claim on the ground. Map selection will provide a web based interface that shows the user an electronic map, with a pre-defined grid system allowing the user to select th parcels of subsurface rights that they wish to explore. This information has been identified as key to making informed mineral exploration decisions and to a modernized regulating system.","$3,588,763","December 22, 2017","December 22, 2017",1.5,152,8555-421-266,"June 9, 2016",0,0
inac,gcdocs,inac-gcdocs,Indigenous Services Canada & Crown-Indigenous Relations and Northern Affairs Canada,GCdocs,"GCDocs:
  
 The present document and records management system, CIDM (Comprehensive Information and Document Management), is nearing the end of its life cycle. To ensure continued support for this essential integrated system, there is a requirement to migrate CIDM to the latest Government ofCanada shared system solution for document and records manag ment, known as ""GCDOCS"", which is based on Open Text Enterprise Content Management (ECM) using CS2010.","$12,000,000","December 31, 2018","December 31, 2018",2.6,153,8555-421-266,"June 9, 2016",1,0
inac,rims-2,inac-rims-2,Indigenous Services Canada & Crown-Indigenous Relations and Northern Affairs Canada,Resource Information Management System 2,"Resource Information Management System (RIMS 2) :
  
 RIMS is a national system originally built in the early 1990s which tracks and administers over 5000 active oil and gas surface and sub-surface agreements and a similar number of wells and their associated obligations on First Nation lands.
  
 RIMS2will:
 • RIMS 2 will modernize RIMS to accomodate business changes associated with upcoming new regulations.
 • Implement Industry-standard processes so that oil and gas companies can use the same processes for their on-reserve activity as their off-reserve activity, which fosters investment of oil and gas operations on First Nation reserve lands ·
 • provide for Petrinex data exchange with IOGC and introduce elements _of automated case management","$8,977,000","April 4, 2018","April 4, 2018",1.8,154,8555-421-266,"June 9, 2016",0,0
inac,mygchr,inac-mygchr,Indigenous Services Canada & Crown-Indigenous Relations and Northern Affairs Canada,MyGCHR,"My GC HR 9.1 and Pay Modernization:
  
 Government of Canada departments are transitioning to a centralized and standardized PeopleSoft 9.1 Human Resources application and database developed and maintained by Public Services and Procurement Canada (PSPC).
  
 The project will lead INAC through the transition process to this new standardized and centralized solution.","$8,550,000","September 30, 2016","September 30, 2016",0.3,155,8555-421-266,"June 9, 2016",0,0
inac,chars-it,inac-chars-it,Indigenous Services Canada & Crown-Indigenous Relations and Northern Affairs Canada,Canadian High Arctic Research Station IT,"Canadian High Arctic Research Station (CHARS):
  
 CHARS is a research facility that is curremtly being built in Cambridge Bay, Nunavut with a planned opening date in 2017. To meet business needs of staff and users of the Station, supporting IT infrastructure is required.
 The Canadian High Arctic Research Station (CHARS) will provide a year-round presence and complement the network of research facilities across Canada's North.
 Indigenous and Northern Affairs Canada (INAC) is leading the construction of the CHARS campus in Cambridge Bay, Nunavut. Once complete, CHARS will be Polar Knowledge Canada's (POLAR) headquarters.
 The CHARS campus consists of the Main Research Building, the Field and Maintenance Building and two Triplex Accommodation Buildings for visiting researchers and scientists. IT infrastructure is included in each of these buildings.","$4,000,000","October 31, 2017","October 31, 2017",1.4,156,8555-421-266,"June 9, 2016",0,0
inac,irems,inac-irems,Indigenous Services Canada & Crown-Indigenous Relations and Northern Affairs Canada,Indian Registration and Estates Management System (IREMS),"Indian Registration and Estates Management System (IREMS):
  
 Replace the Indian Register, Treaty Payment System, Secure Certificate of Indian Status, and the Estates system with a single system for Indian Registration and Estates Management. · ·",,"March 31, 2019","March 31, 2019",2.8,157,8555-421-266,"June 9, 2016",0,0
ised,bi-mdm,ised-bi-mdm,"Innovation, Science and Economic Development Canada",Business Intelligence and Analytics Master Data Management (MDM),"Business Intelligence and Am1lytics - Master Data Management (MDM) (Sub-Project 1)
  
 lmplementatron of Business Intelligence and Analytics capabilities to improve corporate-level. decision making supported by centrally managed corporate data enabled via a Master Data Management framework and Reference Data Management while implementing a strong Data Governance Program","$3,535,477","May 31, 2017","May 31, 2017",1.0,158,8555-421-266,"June 9, 2016",0,0
ised,bi-edw,ised-bi-edw,"Innovation, Science and Economic Development Canada",Business Intelligence and Analytics Enterprise Data Warehouse (EDW),"Business Intelligence and Analytics - Enterprise Data Warehouse (EDW) (Sub-Project 2)
  
 Implement the second phase of Master Data Management corporate wide and additional Business Intelligence and Analytics capabilities that aligns with the 5 year roadmap.","$2,000,000","October 26, 2018","October 26, 2018",2.4,159,8555-421-266,"June 9, 2016",0,0
ised,ccms,ised-ccms,"Innovation, Science and Economic Development Canada",Canadian Cluster Map,"Canadian Cluster Map
  
 Budget 2016 announces the Government's intent to develop, in collaboration with provinces, territories, research institutions and other stakeholders, a nationwide Canadian Cluster Mapping portal. Industry Sector is requesting an option analysis for a tool that would enable the department to meet the 2016 Federal Budget commitment to develop a Canadian Cluster Map. It also supports a commitment made with the United States and Mexico at a North American Leaders Summit (2014) to advance cluster and asset mapping in North America. ISED is the lead department for the government's cluster and asset map work under the North American Competitiveness Workplan. The United StaMs is looking for Canada to have a tool comparable to its Cluster Asset Map portal.","$1,710,000","June 30, 2017","June 30, 2017",1.1,160,8555-421-266,"June 9, 2016",0,0
ised,cipo-crm,ised-cipo-crm,"Innovation, Science and Economic Development Canada",CIPO Client Relationship Management Foundation,"Canadian Intellectual Property Office (CIPO): Client Relationship Management Foundation The CRM Foundation project will establish a fully functioning Client Relationship Management
 (CRM) solution within CIPO's Information Branch (18), and key line of business stakeholders; It will
 develop the data definitions for a CIPO-wide Master Client Repository; and will also create a foundational service request framework to manage client requests and interactions with CIPO.","$2,196,184","August 31, 2017","August 31, 2017",1.2,161,8555-421-266,"June 9, 2016",0,0
ised,cipo-e-filing,ised-cipo-e-filing,"Innovation, Science and Economic Development Canada",CIPO Electronic Filing of a Patent Application,"Canadian Intellectual Property Office (CIPO): Electronic Filing of a Patent Application
  
 Improvements to E-commerce services for filing a patent application in the following areas: data integration of the web interface to support backend systems, automated validation and confirmation of submitted applications.","$1,525,320","April 14, 2017","April 14, 2017",0.8,162,8555-421-266,"June 9, 2016",0,0
ised,cipo-ifs,ised-cipo-ifs,"Innovation, Science and Economic Development Canada",CIPO Integrated Financial System,"Canadian Intellectual Property Office ·(CIPO): Integrated Financial System
  
 In support of the CIPO Revenue Management Strategy and the Operational Excellence pillar, this project will define and implement a solution to permit a single source of financial data and implement the concept of integrating financial and operational data to improve quality.and timeliness of information for decision making.","$2,184,840","April 27, 2018","April 27, 2018",1.9,163,8555-421-266,"June 9, 2016",0,0
ised,cipo-ipdfm,ised-cipo-ipdfm,"Innovation, Science and Economic Development Canada",CIPO IP Document and File Management,"Canadian lntellectuai Property Office (CIPO): IP Document and File Management (IPDFM)
  
 Digitization provides CIPO with the ability to improve their quality of service as well as makes easier adherence to international treaties and organizations such as the World Intellectual Property Organization (WIPO) which are engaging the Canadian Intellectual Property Office (CIPO) to be more technologically pro-active. CIPO still has a significant amount of historical paper files as well as paper documents and files still being submitted by applicants that are adding to increased costs. to manage and process IP documents. In order to meet our client needs, issues such as the loss
 of paper documents, retrieval of documents, ability to send and receive documents electronically, needs to be addressed.","$5,758,530","September 29, 2017","September 29, 2017",1.3,164,8555-421-266,"June 9, 2016",0,0
ised,cipo-pit,ised-cipo-pit,"Innovation, Science and Economic Development Canada",CIPO Implementation of a Patent International Treaty,"Canadian Intellectual Property Office (CIPO): IT Implementation of a Patent International Treaty
  
 Amendments to the Patent Act and its regulations are expected in order to align Canada's legislation with an international treaty. Modifications to the existing IT environment is required to comply with the amendments.","$1,871,950","March 2, 2018","March 2, 2018",1.7,165,8555-421-266,"June 9, 2016",0,0
ised,copi-idit,ised-copi-idit,"Innovation, Science and Economic Development Canada",CIPO IT Implementation of an Industrial Design International Treaty,"Canadian Intellectual Property Office (CIPO): IT Implementation of an Industrial Design International Treaty
  
 Amendments to the Industrial Design Act and its regulations are expected in order to align Canada's legislation with an international treaty. Modifications to the existing IT environment is required to comply with the amendments.","$1,941,371","April 30, 2018","April 30, 2018",1.9,166,8555-421-266,"June 9, 2016",0,0
ised,cipo-c31-c8,ised-cipo-c31-c8,"Innovation, Science and Economic Development Canada",CIPO IT Implementation of Bills C-31 and C-8 for Trademarks,"Canadian Intellectual Property Office (CIPO): IT Implementation of Bills C-31 and C-8 for Trade- marks
  
 Amendments to the Trade-marks Act and its regulations are expected in order to align Canada's legislation with international treaties. Modifications to the existing IT environment are required to comply with the amendments.","$4,836,445","December 27, 2017","December 27, 2017",1.6,167,8555-421-266,"June 9, 2016",0,0
ised,cipo-ipcwp-cid,ised-cipo-ipcwp-cid,"Innovation, Science and Economic Development Canada",CIPO Modernized IP Case and Workflow Solution for Copyright & Industrial Design,"Canadian Intellectual Property Office (CIPO): Modernized IP Case and Workflow Solution for · Copyright & Industrial Design
  
 The CIPO Modernized IP Case and Workflow Project will deliver new technology based capability that will automate and track the business processes and activities specific to each Line of business (national & international). For maximum Business value and to reduce costs, a common solution is envisioned across all CIPO Business Lines. Consequently, this project will modernize CIPO's processing of copyrights and industrial designs and support ongoing regulatory and business changes.","$1,378,100","November 5, 2018","November 5, 2018",2.4,168,8555-421-266,"June 9, 2016",0,0
ised,cipo-ipcwp-p,ised-cipo-ipcwp-p,"Innovation, Science and Economic Development Canada",CIPO Modernized IP Case and Workflow Solution for Patents,"Canadian Intellectual Property Office (CIPO): Modernized IP Case and Workflow Solution for Patents
  
 The CIPO Modernized IP Case and Workflow Project will deliver new technology based capability that will automate and track the business processes and activities specific to each Line of business (national & international). For maximum Business value and to reduce costs, a common solution is envisioned across all CIPO Business Lines. Consequently, this project will modernize CIPO's processing of patents, including appeals, and support ongoing regulatory and business changes.","$11,252,000","March 31, 2019","March 31, 2019",2.8,169,8555-421-266,"June 9, 2016",1,0
ised,cipo-ipcwp-tmob,ised-cipo-ipcwp-tmob,"Innovation, Science and Economic Development Canada",CIPO Modernized IP Case and Workflow Solution for Trademarks and Trademarks Opposition Board,"Canadian Intellectual Property Office (CIPO): Modernized IP Case and Workflow Solution for Trademarks and Trademarks Opposition Board (TMOB)
  
 The CIPO Modernized IP Case and Workflow Project will deliver new technology-based capability that will automate and track the business processes and activities specific to each line of business (national & international). For maximum Business value and to reduce costs, a common solution is envisioned across all CIPO Business Lines. Consequently, this project will modernize CIPO's processing of trademarks including oppositions, and support ongoing regulatory and business changes.","$7,140,000","November 5, 2018","November 5, 2018",2.4,170,8555-421-266,"June 9, 2016",0,0
ised,cipo-itm-search,ised-cipo-itm-search,"Innovation, Science and Economic Development Canada",CIPO ITM Smart Search,"Canadian Intellectual Property Office (CIPO): Smart Search
  
 This project implements the ability to execute advanced searches of IP-related information (i.e. data and documentation) for both departmental and external parties.","$2,005,859","March 30, 2018","March 30, 2018",1.8,171,8555-421-266,"June 9, 2016",0,0
ised,ccms-cluster,ised-ccms-cluster,"Innovation, Science and Economic Development Canada",Client and Case Management Solution Cluster,"Client and Case Management Solution (Cluster) .CCMS
  
 Numerous ISED business units have identified a need for a software tool that will enable them to · better manage their client/ stakeholder information in a shared and transparent manner across their business units. In concert with these business needs, business units have also expressed the need for software tools that will enable them to better manage individual cases (also referred to issues or matters) in a similar shared and transparent manner. To meet this need a cluster was created to procure and establish Centre or Expertise for deployment of Case Management Solutions within the department.","$1,406,200","September 30, 2016","September 30, 2016",0.3,172,8555-421-266,"June 9, 2016",0,0
ised,crc-sac,ised-crc-sac,"Innovation, Science and Economic Development Canada",CRC Big Data Analytics Centre (Spectrum Analytics Centre),"Communications Research Centre (CRC) Big Data Analytics Centre (Formally Spectrum Analytics Centre)
  
 Design and build the new CRC Spectrum Analytics Centre which will employ state of the art data visualization and analytic tools and capabilities to allow CRC to perform technical demonstrations and provide real time visualizations of spectrum use. The research enabled by the Centre will support more effective spectrum management and facilitate technology demonstrations to public and private partners.","$1,011,610","September 30, 2016","September 30, 2016",0.3,173,8555-421-266,"June 9, 2016",0,0
ised,wlm,ised-wlm,"Innovation, Science and Economic Development Canada",Workload Migration,"Data Centre Consolidation / Workload Migration {WLM)
  
 Data Centre Consolidation (DCC) is one of the major transformation initiatives within the Government of Canada (GoC).
  
 This Shared Services Canada led initiative will consolidate and decommission 485 legacy Data Centres throughout all 43 GoC organizations down to 7, modern, secure, world class Data Centres by 2020.
  
 Within ISED, all Business Applications will be assessed and categorized; then, migration planning and implementation will be performed.","$2,353,584","March 31, 2020","March 31, 2020",3.8,174,8555-421-266,"June 9, 2016",0,0
ised,eti,ised-eti,"Innovation, Science and Economic Development Canada",Email Transformation Initiative,"Email Transformation Initiative (ETI)
  
 Shared Services Canada is implementing a consolidated email system for the GoC. This project includes all the activities required to successfully prepare to migrate current ISED email services to the new SSC email service.","$1,944,523","October 31, 2016","October 31, 2016",0.4,175,8555-421-266,"June 9, 2016",0,0
ised,gcdocs,ised-gcdocs,"Innovation, Science and Economic Development Canada",GCdocs,"GCDOCS
  
 The GCDOCS project is the implementation of the GC standard for Electronic Document and Records Management repository (GCDocs) for the storage, search and management of unstructured information.
  
 This initiative will enable ISED to comply with the TBS Directive on Records Management while providing the capability to replace legacy shared drives and support user collaboration.","$8,709,551","September 30, 2017","September 30, 2017",1.3,176,8555-421-266,"June 9, 2016",0,0
ised,wri,ised-wri,"Innovation, Science and Economic Development Canada",Web Renewal Initiative,"Government of Canada (GC) Web Renewal Initiative
  
 TBS is leading a government-wide initiative to consolidate all 1500 GC websites to one website: Canada.ca. ISED has been designated as the theme lead for three major sections of the website: the Business and industry section, the Money and finance section and the Science and innovation section.","$3,216,974","January 31, 2018","January 31, 2018",1.6,177,8555-421-266,"June 9, 2016",0,0
ised,cipo-itm-online,ised-cipo-itm-online,"Innovation, Science and Economic Development Canada",myCIPO Online Services,"myCIPO Online Services
  
 myCIPO Online Services delivers a secure, single point of entry to departmental online services, allowing Innovators and Agents to view, download and upload IP information and interact with CIPO services.","$3,236,758","September 29, 2017","September 29, 2017",1.3,178,8555-421-266,"June 9, 2016",0,0
ised,mygchr,ised-mygchr,"Innovation, Science and Economic Development Canada",MyGCHR,"On-boarding to My GCHR (GC HRMS v9.1} ,
 This project involves transitioning our IC HRMS (PeopleSoft} version 8.9 to a Government of Canada single instance of PeopleSoft version 9.1, now named My GCHR. Instead of hosting our own ISED system, this standardized GC system will be centrally hosted (by SSC or PWGSC} and. accessed by many departments/agencies.","$1,426,705","January 31, 2016","January 31, 2016",-0.4,179,8555-421-266,"June 9, 2016",0,0
