deptAcronym,shortcode,uniqueId,department,projectName,description,totalBudget,estimatedCompletionDate,rawProvidedDate,yearsRemaining,originalDocumentOrder,source,asOfDate,isOver10M,isOver100M
dnd,drmis-sso,dnd-drmis-sso,National Defence,Defence Resource Management Information System Single Sign-On Solution,Defence Resources Management Information System (DRMIS) Single Sign-On Solution (SSO) will enhance user productivity by eliminating the need for multiple passwords and user IDs for DRMIS end-users.,"$1,200,000","March 31, 2021",March 2021,1.9,103,8555-421-2460,"May 1, 2019",0,0
dnd,ccmp,dnd-ccmp,National Defence,Canadian Cryptographic Modernization Program,Canadian Cryptographic Modernization Program (CCMP) project: The program provides the management and coordination for the modernization of the cryptographic equipment and infrastructure used by the Government of Canada to safequard its classified information.,"$62,559,000","March 31, 2021",31/03/2021,1.9,104,8555-421-2460,"May 1, 2019",1,0
dnd,cse-csmi-2b,dnd-cse-csmi-2b,National Defence,Classified Security Management Infrastructure Phase 2B,"Classified Security Management Infrastructure Project: Phase 2B will complete the development and implementation of the Canadian Central Facility, which will have the capabilities required to support Government of Canada Key Management Infrastructure and deploy the next generation of key management systems.","$61,385,855","March 31, 2021",31/03/2021,1.9,105,8555-421-2460,"May 1, 2019",1,0
dnd,scnl,dnd-scnl,National Defence,Secure Communications for National Leadership,Secure Communications for National Leadership (SCNL) Project (Privy Council Office[PCO] lead); To support PCO-led projects to enhance secure communications capabilities for the Governme.nt of Canada.,"$5,674,188","March 31, 2020",FY 2019/2020,0.9,106,8555-421-2460,"May 1, 2019",0,0
aafc,cnsc-sap,aafc-cnsc-sap,Agriculture and Agri-Food Canada,SAP Cluster Solution,On boarding of the Canadian Nuclear Safety Commission to the MFG SAP Cluster Solution - Replacement of the Canadian Nuclear Safety Commission's (CNSC) current FreeBalance Management System and its supporting databases with an integrated SAP solution hosted by MFC.,"$6,441,134","June 25, 2019","June 25, 2019",0.2,107,8555-421-2460,"May 1, 2019",0,0
aafc,sap-renewal,aafc-sap-renewal,Agriculture and Agri-Food Canada,SAP Infrastructure Renewal,AAFC SAP Infrastructure Renewal - Upgrade and modernize the underlying SAP platform to reduce business risk and improve efficiency of operations.,"$4,840,710","June 25, 2019","June 25, 2019",0.2,108,8555-421-2460,"May 1, 2019",0,0
aafc,gcdp-crm,aafc-gcdp-crm,Agriculture and Agri-Food Canada,Grants and Contributions Digital CRM Platform,Grants and Contributions Digital Platform (GCDP) - Provide a G&C digital platform using an integrated Commercial-Off-The-Shelf {COTS) solution based on the MS Dynamics CRM platform.,"$11,195,560","July 27, 2021","July 27, 2021",2.2,109,8555-421-2460,"May 1, 2019",1,0
aafc,gc-admin,aafc-gc-admin,Agriculture and Agri-Food Canada,Streamline Grants and Contributions Program Administration,"Streamline Grants & Contributions program administration; provide a flexible and integrated program delivery, management and reporting; and improve the client service experience.","$2,601,765","March 29, 2022","March 29, 2022",2.9,110,8555-421-2460,"May 1, 2019",0,0
aafc,dina-geo,aafc-dina-geo,Agriculture and Agri-Food Canada,Data Integration and Information Sharing,DINA-AAFC System for Data Integration and Information Sharing for BioMob WP-3 - Consolidate collection management tools and develop a portal to make quality new and legacy georeferenced data publicly available in compliance with GC Geospatial Standards.,"$1,175,000","April 28, 2020","April 28, 2020",1.0,111,8555-421-2460,"May 1, 2019",0,0
aafc,sp-gcdocs,aafc-sp-gcdocs,Agriculture and Agri-Food Canada,SharePoint/GCdocs,SharePoint/GCDocs Foundation project - Provide AAFC employees with an integrated platform for documents and records management. Migration to GCDocs Solution • Develop interoperability solution to enable legacy applications to interface with GCDocs.,"$2,300,000",,On hold,,112,8555-421-2460,"May 1, 2019",0,0
aafc,it-sdm,aafc-it-sdm,Agriculture and Agri-Food Canada,Service Desk Modernization,"Service Desk Modernization - Improve first line resolution, service desk operations and service performance of MFC's IT Client Services. ","$3,378,000",,Awaiting approval,,113,8555-421-2460,"May 1, 2019",0,0
aafc,e-discovery,aafc-e-discovery,Agriculture and Agri-Food Canada,e-Discovery Solution,e-Oiscovery Solution - Implement a robust system to manage all aspects of litigation e-Discovery.,"$1,235,000",,Approved: awaiting funding,,114,8555-421-2460,"May 1, 2019",0,0
cra,bsr,cra-bsr,Canada Revenue Agency,Benefits System Renewal Project,"Benefits System Renewal
Objective: to address the aging infrastructure issues with the Benefits system and improve the CRA's capacity in the areas of program growth and service delivery in order to maintain uninterrupted delivery of benefit payments and services.","$88,828,000","March 31, 2021",2020-21,1.9,115,8555-421-2460,"May 1, 2019",1,0
cra,citm,cra-citm,Canada Revenue Agency,Charities IT Modernization,"Charities IT Modernization
Objective: to reduce the administrative burden on charities by modernizing its information technology (IT) systems so that new electronic service options can be provided to charities.","$20,871,000","March 31, 2020",2019-20,0.9,116,8555-421-2460,"May 1, 2019",1,0
cra,crs-1,cra-crs-1,Canada Revenue Agency,Common Reporting Standard Phase 1,"Common Reporting Standard
Objective: to fulfill Canada's commitment to implement the Common Reporting Standard, a new Organisation for Economic Cooperation and Development standard for the automatic exchange of information between participating tax jurisdictions. The project will focus initially on data capture, and subsequently on the usage of the data for enhanced business intelligence.","$16,680,000","March 31, 2021",2020-21,1.9,117,8555-421-2460,"May 1, 2019",1,0
cra,ccti,cra-ccti,Canada Revenue Agency,Contact Centre Transformation Initiative,"Contact Centre Transformation Initiative
Objective: to create the organizational capacity needed to plan and oversee the
successful deployment of 100 contact centers to support the Contact Centre Transformation initiative being undertaken in support of the Government of Canada's
(GC) renewal strategies.","$13,199,000","March 31, 2020",2019-20,0.9,118,8555-421-2460,"May 1, 2019",1,0
cra,cbcr,cra-cbcr,Canada Revenue Agency,Country by Country Reporting,"Country by Country Reporting
Objective: to implement a means for Multi National Enterprises {MNE) resident in
Canada to file the information required under the new Country by Country Report
(CbCR), utilise the transmission method implemented for the Common Reporting Standard project, and update existing Business Intelligence and Risk assessment
algorithms to optimize the use of information received in the new CbCRs.","$10,648,000","March 31, 2021",2020-21,1.9,119,8555-421-2460,"May 1, 2019",1,0
cra,ram,cra-ram,Canada Revenue Agency,Rulings and Agreements Modernization,"Rulings and Agreements Modernization
Objective: to provide the Agency with a modern and integrated system replacing the current aging system, local applications, and macros.","$15,380,000","March 31, 2023",2022-23,3.9,120,8555-421-2460,"May 1, 2019",1,0
cra,dsi-1,cra-dsi-1,Canada Revenue Agency,Data Security Initiative Phase 1,"Data Security Initiative - Phase 1
Objective: lo strengthen Information Technology (IT) safeguards with respect to privileged user controls, data leaving the Agency, and malicious software. These are key areas of concern in consideration of the CRA's integrity and security agenda, and its growing reliance on technology to conduct its business.","$9,910,000","March 31, 2021",2020-21,1.9,121,8555-421-2460,"May 1, 2019",0,0
cra,dsi-2,cra-dsi-2,Canada Revenue Agency,Data Security Initiative Phase 2,"Data Security Initiative - Phase 2
Objective: to continue to improve the CRA's IT safeguards against security breaches
and cyber-attacks. Safeguards include: tools to perforrn database vulnerability scans, manage cryptographic keys, and detect and prevent data loss via the internet","$3,791,000","March 31, 2022",2021-22,2.9,122,8555-421-2460,"May 1, 2019",0,0
cra,eftm-2,cra-eftm-2,Canada Revenue Agency,Electronic Funds Transfer Matching Phase 2,"Electronic Funds Transfer Matching - Phase 2
Objective: to develop an Information Technology (IT) solution to match EFT data to the
correct taxpayer and to modify existing risk assessment and case management systems
to incorporate this new data.","$12,827,000","March 31, 2021",2020-21,1.9,123,8555-421-2460,"May 1, 2019",1,0
cra,cpp-1,cra-cpp-1,Canada Revenue Agency,Enhanced Canada Pension Plane Phase 1,"Enhanced Canada Pension Plan - Phase 1
Objective: to implement changes to the existing Canada Pension Plan (CPP) $14.418 administrative programs, systems and processes.","$14,418,000","March 31, 2022",2021-22,2.9,124,8555-421-2460,"May 1, 2019",1,0
cra,ets,cra-ets,Canada Revenue Agency,Enterprise Testing Solution,"Enterprise Testing Solution
Objective: to obtain a foundational testing tool and develop an Agency test strategy that
will include the requirements of an enterprise testing solution for the Agency.","$4,771,000","March 31, 2021",2020-21,1.9,125,8555-421-2460,"May 1, 2019",0,0
cra,ksp,cra-ksp,Canada Revenue Agency,Knowledge Sharing Platform for Tax Administrations,"Knowledge Sharing Platform for Tax Administrations
Objective: to develop an end-state knowledge sharing platforrn that will meet global expectations with respect to platform stability, and support future growth and modifications.","$5,659,000","March 31, 2021",2020-21,1.9,126,8555-421-2460,"May 1, 2019",0,0
cra,nrsdi,cra-nrsdi,Canada Revenue Agency,Non-Resident Source Deduction Identification,"Non-Resident Source Deduction Identification
Objective: to redefine the non-resident tax account identification process to establish and validate any existing relationship to a CRA identifier allowing the non-resident account to become part of the taxpayer entity's complete tax liability.","$11,589,000","March 31, 2020",2019-20,0.9,127,8555-421-2460,"May 1, 2019",1,0
cra,psm,cra-psm,Canada Revenue Agency,Physical Security Modernization,"Physical Security Modernization
The objective this project is to update and replace the hardware components of the physical security system, and integrate all the hardware components on a centralized platforrn.","$11,515,000","March 31, 2021",2020-21,1.9,128,8555-421-2460,"May 1, 2019",1,0
cra,bpf,cra-bpf,Canada Revenue Agency,"Planning, Budgeting, and Forecasting","Planning, Budgeting and Forecasting
The objective of this project is to implement an integrated resource management $6.943 solution for Budgeting, Planning, and Forecasting.","$6,943,000","March 31, 2021",2020-21,1.9,129,8555-421-2460,"May 1, 2019",0,0
cra,primus,cra-primus,Canada Revenue Agency,PRIMUS Integrated Risk Assessment System,"PRIMUS
Objective: to provide a mechanism to better reflect entity relationships concerning the high net-worth and large business populations by implementing advanced analytics to replace the Basic File Inventory Control System, enhancing the Integrated Risk Assessment System through the creation of new risk algorithms, and by developing business intelligence reporting tools.","$11,335,000","March 31, 2022",2021-22,2.9,130,8555-421-2460,"May 1, 2019",1,0
cra,quantum,cra-quantum,Canada Revenue Agency,Quantum Risk Analysis Solution,"Quantum
Objective: to develop an advanced technology-based solution that will: utilize advanced
identity and relationship resolution software to explore intricate webs of relationships
that form a network of interest; integrate external and internal data in ways that have never been done before; and provide HQ business researchers and analysts the
capability to quickly create new, or modify existing, risk algorithms.","$14,163,000","March 31, 2020",2019-20,0.9,131,8555-421-2460,"May 1, 2019",1,0
cra,t1sr,cra-t1sr,Canada Revenue Agency,T1 Systems Redesign,"T1 Systems Redesign
Objective: to ensure IT sustainability of the T1 System by providing flexible, sustainable, and secure business processes and systems. This project will also lay the foundation for the Agency's broader Individual and Benefit Recipient visions, and enable future enhancements of the taxpayer's filing experience, making it easier to comply with their obligations.
This project is managed as nine separate sub-projects (A through I); each with a separate planning and execution schedule.","$251,000,000","March 31, 2020",2019-20,0.9,132,8555-421-2460,"May 1, 2019",1,1
cra,wm,cra-wm,Canada Revenue Agency,Workload Management,"Workload Management
Objective: to create a single, modem, agile solution to offer a comprehensive client view, increased capabilities, and greater effectiveness in workload management for the debt management programs.","$123,480,000","March 31, 2024",2023-2024,4.9,133,8555-421-2460,"May 1, 2019",1,1
cra,ser-cda,cra-ser-cda,Canada Revenue Agency,Abusive Tax Avoidance Risk Assessment and Analysis,"Abusive Tax Avoidance - Risk Assessment and Analysis
Objective: to develop systems and processes to capture, validate and assess data from
47 Special Elections and Returns (SERs). This will allow fore-filing, enable risk scoring
and other business intelligence based on the known risk indicators, help to proactively identify abusive tax avoidance transactions, and provide workload management
capabilities. It will also enable the automation of the Capital Dividend Account (CDA)
calculation.","$16,650,000","March 31, 2024",2023-24,4.9,134,8555-421-2460,"May 1, 2019",1,0
cra,sf-2,cra-sf-2,Canada Revenue Agency,Agency Wide Service Feedback Phase 2,"Agency-Wide Service Feedback - Phase 2
Objective: to provide a mechanism to gather information for the purpose of understanding Canadians' needs and expectations through feedback.","$11,050,000","March 31, 2021",2020-21,1.9,135,8555-421-2460,"May 1, 2019",1,0
cra,am,cra-am,Canada Revenue Agency,Appeals Modernization,"Appeals Modernization
The objective of this project is to present the updated vision for Appeals Modernization, which includes a work management framework that encompasses the entire Appeals program, and a business intelligence solution that will enable the branch to improve efficiency in the collection, analysis, presentation, and dissemination of business information.","$62,870,000","March 31, 2023",2022-23,3.9,136,8555-421-2460,"May 1, 2019",1,0
cra,apmd,cra-apmd,Canada Revenue Agency,Application Performance Monitoring and Deployment,"Application Performance Monitoring and Deployment
Objective: to address the issues with the current set of tools and processes being used
on thee-business computing infrastructure (eBCI) and mainframe platforms to perform application performance monitoring and to migrate/deploy the components of
applications from development through to production.","$7,228,000","March 31, 2023",2022-23,3.9,137,8555-421-2460,"May 1, 2019",0,0
cra,crs-2,cra-crs-2,Canada Revenue Agency,Common Reporting Standard Phase 2,"Common Reporting Standard - Phase 2
Objective: to integrate received data from the Common Reporting Standard into
compliance activities, and develop tailored algorithms to automatically risk assess and
identify high risk taxpayers.","$15,109,000","March 31, 2023",2022-23,3.9,138,8555-421-2460,"May 1, 2019",1,0
cra,e-procurement,cra-e-procurement,Canada Revenue Agency,e-Procurement Solution,"CRA Procurement Solution
Objective: To introduce a contracting solution that will replace Synergy and support the $9.700 Government of Canada e-procuremenl.","$9,700,000","March 31, 2021",2020-21,1.9,139,8555-421-2460,"May 1, 2019",0,0
cra,dm,cra-dm,Canada Revenue Agency,Digital Mailroom,"Digital Mailroom
Objective: to provide the Agency with an opportunity to standardize and automate the
processing of incoming correspondence, so that the information is available for use and
sharing across various program areas.","$8,759,000","March 31, 2021",2020-21,1.9,140,8555-421-2460,"May 1, 2019",0,0
cra,hrb-bi,cra-hrb-bi,Canada Revenue Agency,Human Resources Branch Business Intelligence,"HRB Business Intelligence Infrastructure
The intent of this project is to develop or obtain a date warehouse to perform basic
business intelligence and data mining, and trend analysis on workloads in the Human
Resources Branch {HRB).","$2,500,000","March 31, 2024",2023-24,4.9,141,8555-421-2460,"May 1, 2019",0,0
cra,interop,cra-interop,Canada Revenue Agency,Interoperability for Digital Services,"Interoperability for Digital Services
Objective: to acquire a centralized event processing solution to streamline and improve
the performance and efficiency of external and internal facing applications, and enable sharing of business activity outcomes across different CRA programs.","$7,506,000","March 31, 2022",2021-22,2.9,142,8555-421-2460,"May 1, 2019",0,0
cra,spr,cra-spr,Canada Revenue Agency,Secure Portals Reengineering,"Secure Portals Reengineering
Objective: to create a sustainable, usable portal model which is flexible enough to maintain current capabilities while accommodating future growth, technological advancements, an evolving user base, and integrated horizontal transactions.","$43,995,000","March 31, 2023",2022-23,3.9,143,8555-421-2460,"May 1, 2019",1,0
cra,t3m,cra-t3m,Canada Revenue Agency,T3 Modernization,"T3 Modernization
Objective: for certain trusts, to provide information about beneficial ownership and file an annual return where a requirement does not currently exist","$95,776,000","March 31, 2023",2022-23,3.9,144,8555-421-2460,"May 1, 2019",1,0
cra,tsa-desktop,cra-tsa-desktop,Canada Revenue Agency,Taxpayer Services Agent Desktop,"Taxpayer Services Agent Desktop - Business
Objective: to enhance the current version of the Taxpayer Services Agent Desktop - Business to make it accessible to the visually impaired, consolidate multiple screens to faciHtate navigations and provide agents with access to the right information in a timely manner to ensure the highest quality accuracy, and efficiency for businesses.","$5,300,000","March 31, 2021",2020-21,1.9,145,8555-421-2460,"May 1, 2019",0,0
pch,gcmp,pch-gcmp,Canadian Heritage,Grants and Contributions Modernization Project,"Grants and Contributions Modernization Project (GCMP)
GCMP is a multl*year action plan to implement a new vision for Grants and Contributions (Gs&Cs). The project objective is to realize new efficiencies In Gs&Cs processing through the development of a modem online service and supported by streamlined business processes. Since its beginning, the GCMP project has gone through continuous changes and iterations from both a business and IT perspective. Some of the changes include: business process re-engineering, improvement of service standards, and the implementation of a risk- based triage upon application. Upcoming improvements to the GCMP project are: implementation of an online portal and a digital oaoorless base payment process.","$21,431,412","December 31, 2021",2021,2.7,146,8555-421-2460,"May 1, 2019",1,0
pch,gcdocs,pch-gcdocs,Canadian Heritage,GCdocs,"GCDOCS
GCdocs is the official Electronic Document and Records Management Solution of the Government of Canada. The project consists of the
roll-out of this new solution to support the Department in its information management (IM) responsibilities.","$4,598,483","December 31, 2021",2021,2.7,147,8555-421-2460,"May 1, 2019",0,0
lac,lsr,lac-lsr,Library and Archives Canada,Library System Renewal,"LIBRARY SYSTEM RENEWAL {LSR): The LSR Project has provided an innovative service to manage acquisitions, cataloguing, serials control, public access, circulation, resource sharing, as well as a new National Union Catalogue. This new system replaced AMICUS which has been in place since 1994.","$6,400,000","May 24, 2019","May 24, 2019",0.1,148,8555-421-2460,"May 1, 2019",0,0
lac,dams,lac-dams,Library and Archives Canada,Digital Asset Management System,"DIGITAL ASSET MANAGEMENT SYSTEM (DAMS); The scope of this project is the implementation of a set of published heritage acquisitions and discoverability workflows as well as the development of recommendations for the improved acquisition and dlscoverability for video publications, cartographic publications, hi!lh-voluma monos and serials, and hiah-volume music productions.","$4,900,000","March 31, 2020","March 31, 2020",0.9,149,8555-421-2460,"May 1, 2019",0,0
lac,aisr,lac-aisr,Library and Archives Canada,Archival Information System Renewal,"ARCHIVAL INFORMATION SYSTEM RENEWAL (AISR): The scope of this project is to acquire and Implement a reliable, modem and integrated back-office solution that will replace aging applications (i.e. MIKAN, CMS and MISACS) for the maintenance and efficient management of information about Library and Archives Canada's analogue and digital archival documentary heritage holdings.","$7,500,000","March 31, 2023","March 31, 2023",3.9,150,8555-421-2460,"May 1, 2019",0,0
lac,gsa,lac-gsa,Library and Archives Canada,Google Search Appliance Replacement,"GOOGLE SEARCH APPLIANCE (GSA): Replace Google Search Appliance that is at end of life and will not be supported by Google by 2020. The scope of the project is to implement a new search engine that will be scalable and meet LAC's needs for the future, enabling the discovery of its collections.","$1,030,000","December 15, 2019","December 15, 2019",0.6,151,8555-421-2460,"May 1, 2019",0,0
esdc,pmis,esdc-pmis,Employment and Social Development Canada,Project Management Information System Enhancements,"Project Management Information so1ullon upgraae ana Ennancement • , ms
project seeks lo upgrade ESDC's core project management solution by replacing the
bulfl-ln SharePolnt 2008 and Project Server 2010 wilh v2016, before vendor-support end
date of 2020. V2016 wlll be supported until at least 2026 and Is needed In order to meet
changing departmental needs and absorb security patches. Project also seeks to bring
PMIS to new levels of reporting capabilities, such as programrnme, porttollo, project
assurance and benefits. Integration with other systems required and in-scope (ex: MS Dynamics, myEMS, etc.)","$2,497,607","March 30, 2020","March 30, 2020",0.9,152,8555-421-2460,"May 1, 2019",0,0
esdc,job-bank-3,esdc-job-bank-3,Employment and Social Development Canada,Job Bank 3,"Job bank 3 • This project bullds on the Job Bank 2.0 project in order to meet evolving program expectations while leveraging the modernized technological capabilities now in place. It targets new priorities such as the ESDC Service Strategy, lnteroperabllrty with other programs and services such as employment Initiatives for Veterans, Indigenous People, Newcomers and Persons with Disabilities, and pursues alignment with departmental and Treasury Board standards","$12,314,749","October 31, 2022","October 31, 2022",3.5,153,8555-421-2460,"May 1, 2019",1,0
esdc,cpp-e,esdc-cpp-e,Employment and Social Development Canada,Canada Pension Plan Enhancement,"CPP Enhancement • While all working Canadians covered by the core CPP will benefit
from its enhancement, the CPP enhancement is designed to target middle income
Canadians. The CPP enhancement will increase Income replacement from one quarter
to one third of pensionable earnings, from the first dollar earned up to a higher earnings
threshold-the maximum amount of earnings covered by Iha CPP will be increased by
14 percent, which Is projected to be equal to roughly $82,700 in 2025. This design
generates the greatest improvement in retirement outcomes for modest- and middle
income families, as enhanced CPP benefits wiil accrue over their full range of earnings.","$50,543,844","December 24, 2025","December 24, 2025",6.7,154,8555-421-2460,"May 1, 2019",1,0
esdc,ei-2017,esdc-ei-2017,Employment and Social Development Canada,Employment Insurance Measures Budget 2017,"Employment tnsurance Measures. Budget 2017 • The project will implement new
policy and supporting procedures to a modified approach to !he careglving cornmllrnent
lhat would: provide El benefils for a wider range of car&giver1 through the lntroduclion of
a new 15-week Medical Care Benefit and more inclusive Parents of Critically Ill Children
benefit open to any family member that would be renamed the Medical Care Benefit for l~hllrlrM","$12,386,801","January 27, 2020","January 27, 2020",0.7,155,8555-421-2460,"May 1, 2019",1,0
esdc,o-canada,esdc-o-canada,Employment and Social Development Canada,1-800 O-Canada Business Model Review and Contract Re-Procurement,"1 600 O-Canada Business Model Review and Contract Re-Procurement - This
project Is focused on reviewing and Improving the existing business model for lhe 1-800
O-Canada and the procurement efforts necessary for this change. This follows a third
party review's recommendation to Internalize content management services and","$11,977,780","December 31, 2021","December 31, 2021",2.7,156,8555-421-2460,"May 1, 2019",1,0
esdc,cesp-ams,esdc-cesp-ams,Employment and Social Development Canada,Canada Education Savings Program Analytical and Monitoring Solution,"Canada Education Savings Program Analytical and Monitoring Solution {CESP
AMS) - This proposal is about rebuttding the Canada Education Savings Program's
(CESP) Reporting Database (RDB), to enable improved research, analysis and reporting
on Goe education savings programs, such as RESP. The objective is to improve the
use of lime and resources in order to meet increasing reporting and data analytics lrin-nnMn","$1,409,858","June 7, 2021","June 7, 2021",2.1,157,8555-421-2460,"May 1, 2019",0,0
esdc,sp,esdc-sp,Employment and Social Development Canada,SharePoint 2016 Migration,Migration to SharePolnt Server 2016 • The objective of this project Is the migration of the department's current SharePolnt Server 2010 environment lo the new SharePoint Server 2016 environment which will provide a modernized and secured platform to the,"$1,056,598","March 11, 2020","March 11, 2020",0.9,158,8555-421-2460,"May 1, 2019",0,0
esdc,ei-2018,esdc-ei-2018,Employment and Social Development Canada,Employment Insurance Measures Budget 2018,"Employment Insurance Measures. Budget 2018 The objective of the project are to Introduce changes announced in the Government of Canada's 2018 Budget. These changes would Include updates to business processes and wcrkflows, computer system","$4,619,270","November 4, 2019","November 4, 2019",0.5,159,8555-421-2460,"May 1, 2019",0,0
esdc,leaf,esdc-leaf,Employment and Social Development Canada,Labour Electronic Access Forms,"Labour Electronic Access Forms (LEAF) Labour Code reporting compliance and service satisfaction by meeting client demand for
allematives to paper reporting that reduce the reporting burden, minimize duplicate
reporting requirements, and Improves overall service speed and quality. It also supports
monitoring and assessment of workplace hazardous occurrences and prevention
activities by streamlining client idenlification and business processes across three","$5,734,315","May 7, 2020","May 7, 2020",1.0,160,8555-421-2460,"May 1, 2019",0,0
esdc,oas-sis,esdc-oas-sis,Employment and Social Development Canada,Old Age Security Service Improvement Strategy,"OAS/GIS Service Improvement Strategy {SIS) The Old Age Security Service Improvement Strategy (DAS SIS), under the Department of Employment and Social Development (ESD), aims to modernize the delivery of the Old Age Security (OAS) program by Improving services to ellglble Canadian seniors, Including low Income","$129,679,302","June 30, 2021","June 30, 2021",2.2,161,8555-421-2460,"May 1, 2019",1,1
esdc,cctr,esdc-cctr,Employment and Social Development Canada,Hosted Contact Centre Solution,"Hosted contact Centre Solutlon {N{.;{.;:,) formerly Call Centre Technology Renewal (CCTR) - Shared Services Canada (SSC), as part of their mandate, is currently seeking to procure a government-wide, hosted, services-based contact centre solution to replace the many departmental contact centre technologies that exist today, including that of ESDC. The scope of the CCTR initiative Is the Implementation of the SSC contact centre services solution In the ESDC Contact Centres, as identified in the ESDC Call Centre ·~""""""'~""","$20,277,260","August 20, 2019","August 20, 2019",0.3,162,8555-421-2460,"May 1, 2019",1,0
esdc,cslp,esdc-cslp,Employment and Social Development Canada,Canada Student Loan Program Services Re-Procurement,"GSLP - 1:-::>ervlces Re-Procurement - c.;urrently, the vast majority of data owned by CSLP and required for the administration of the CSLP, is heid In a third-party service provider's systems. The re-procurement Initiative provides the opportunity to integrate other data, streamline the processes to Increase efficiency, and reduce redundancies, It will also present an opportunity to leverage outsourcing to address existing and ongoing challenges with these systems and the manual identity validation process, in consultation","$6,039,121","January 15, 2020","January 15, 2020",0.7,163,8555-421-2460,"May 1, 2019",0,0
esdc,tfwp,esdc-tfwp,Employment and Social Development Canada,Temporary Foreign Worker System and Webservice Enhancements,"Temporary Foreign Worker System and Webservlce Enhancements 2.0 The project
will provide updates required for the Temporary Foreign Worker Program's (TFWP) two
main web applications: the Temporary Foreign Worker (TFW) System the
administrative backbone of the program; and TFW Web service - lhe publicly accessible","$10,053,883","April 15, 2021","April 15, 2021",2.0,164,8555-421-2460,"May 1, 2019",1,0
esdc,ils,esdc-ils,Employment and Social Development Canada,Integrated Labour System,"Integrated Labour System (!LS) (Formerly Integrated Systems for Labour
Program} This Initiative will see the integration of the various systems and databases
used today to support and enable the delivery of the Labour Program mandate. While
work progresses on the integration and updating of the Labour Program systems and
technical infrastructure, necessary maintenance development of enhancements lo the
current ""legacy"" systems wouid be continued. In addillon, enhancements that will ,f,.,..int...trt mi,-,,....u,....,. fn th.A..,,....., ,,.,..J"""".....,.,;,..,.. uiiU ..,,,,..,.... ho ',~,4,.,.,....,...,,","$16,909,509","March 31, 2021","March 31, 2021",1.9,165,8555-421-2460,"May 1, 2019",1,0
esdc,oars,esdc-oars,Employment and Social Development Canada,OARS Replacement Project,OARS Replacement Project The project consists of Implementing an accounts receivable s..h.lArtnr.r/MHArllnns solution cnMble of inlerfac!na with multiole oartners. ,"$38,961,097","July 31, 2020","July 31, 2020",1.3,166,8555-421-2460,"May 1, 2019",1,0
esdc,apm-1,esdc-apm-1,Employment and Social Development Canada,Application Portfolio Management Phase 1,"APM • upgrade older Operating Systems The project will oversee and assist various application learns witl1 the upgrade of !heir IT solutions and commercial off-the-shelf (COTS), impacted by the discontinuation of support for Microsoft (MS) Windows Server ?M~","$3,514,311","November 6, 2019","November 6, 2019",0.5,167,8555-421-2460,"May 1, 2019",0,0
esdc,cpp-sis,esdc-cpp-sis,Employment and Social Development Canada,Canada Pension Plan Service Improvement Strategy,"CPP SIS (Canada Pension Plan Service Improvement Strategy) The CPP SIS will Improve service delivery and processing by enhancing and optimizing business processes through increased onllne services, improvements in decision making processes, and updated policies and procedures. It will improve performance and
results, as well as program quality and Integrity, to support continued excellence in I r.f'r""l""lf::tfn ....i , •• , - ..A ckr-","$56,490,613","November 2, 2021","November 2, 2021",2.5,168,8555-421-2460,"May 1, 2019",1,0
esdc,ipnip,esdc-ipnip,Employment and Social Development Canada,In-Person Network Improvement Project,"In-Person Network Improvement Project This project will periorm necessary maintenance and enhancements to technologies and currently used in the in- person channel. These changes Will help the nrn,Hnl7Rllnn keep pace with both clienl expeclallons and the Increased need for us to gather comprehensive service","$2,170,632","March 11, 2020","March 11, 2020",0.9,169,8555-421-2460,"May 1, 2019",0,0
esdc,daisi,esdc-daisi,Employment and Social Development Canada,Tell Us Once Direct Address Information Sharing Initiative,"Tell-Us- nee- lrect pas tan d ress nformal!on haring Initiative (DAI I) The ability of Canadians providing the GC their change of address and direct deposit information once, for all departments, represenls the most requested service improvement Identified through discussions of interdepartmental service collaboration. The proposed investment would take a critical first step towards this goal by establishing two-way exchange of !his inlonna!ion between the two largest federal departments, CRA","$8,508,646","July 24, 2019","July 24, 2019",0.2,170,8555-421-2460,"May 1, 2019",0,0
esdc,noc,esdc-noc,Employment and Social Development Canada,NOC Modernization with Departmental Service Bus,NOC Modernization 2.0. Integrate the NOC application infrastructure with the enterprise Departmental Service Bus solution. Develop a more dynamic user experience and build thefrnekoot C oaIHub.,"$5,057,091","January 14, 2020","January 14, 2020",0.7,171,8555-421-2460,"May 1, 2019",0,0
esdc,bs-lmi,esdc-bs-lmi,Employment and Social Development Canada,Business Solution for Data Visualization,"Business Solution for Data Visuallzatlon To develop and launch a public-facing LMI portal, dynamically pulling Information from a common labour market database, and","$3,111,263","December 31, 2019","December 31, 2019",0.7,172,8555-421-2460,"May 1, 2019",0,0
esdc,dsr,esdc-dsr,Employment and Social Development Canada,Windows 10 Desktop Software Refresh,Desktop Software Refresh Replace the Windows 7 Operating Systems with Windows 10. The ro'ect will need to wo wi h I leme t across ESDC.,"$10,821,399","February 21, 2020","February 21, 2020",0.8,173,8555-421-2460,"May 1, 2019",1,0
esdc,apm-2,esdc-apm-2,Employment and Social Development Canada,Application Portfolio Management Phase 2,"APM. Maturing the DSB The DSB was released into production an April 1, 2014 lo provide servtees in support of the requirement to integrate SAP with partner systems beth internally and externally. This project will modernize the ESDC in-person service","$1,870,504","February 14, 2020","February 14, 2020",0.8,174,8555-421-2460,"May 1, 2019",0,0
