deptAcronym,shortcode,uniqueId,department,projectName,description,totalBudget,estimatedCompletionDate,rawProvidedDate,yearsRemaining,originalDocumentOrder,source,asOfDate,isOver10M,isOver100M
dnd,iti,dnd-iti,National Defence,Information Technology Infrastructure (ITI) Enhancement,This project will design and procure the fundamental building blocks required to address short term deficiencies with the DND/CAF ITI and to prepare the enterprise infrastructure for the follow-on ITI in Support of Command and Control major capital project.,4973987,2023-06-30,Fiscal Year 23/24 1,1.2,109,8530-441-13-505,"April 25, 2022",0,0
dnd,sccmd,dnd-sccmd,National Defence,Secure Smart Phone,This project will provide a classified smart phone solution to the Canadian Special Operations Forces Command and will bridge the gap between the end-of-life of the Sectéra wireless Global System for Mobile (GSM) phone and the new secure mobile voice solution that will be developed by the Secure Command and Control Mobile Device major capital project.,4972000,2023-06-30,Fiscal Year 23/24 1,1.2,110,8530-441-13-505,"April 25, 2022",0,0
dnd,nrs-rms,dnd-nrs-rms,National Defence,Ship/Shore High Frequency (HF) Radio Messaging System,"This project will update High Frequency receiver antenna matrices, direction finding antennas and controllers, High Frequency receivers, audio matrices, digital switches, radio control, and message handling systems and operator consoles at the two Naval Radio Stations on the east and west coasts. It will also update the equipment at the training and software integration labs.",4972000,2023-06-30,Fiscal Year 23/24 1,1.2,111,8530-441-13-505,"April 25, 2022",0,0
dnd,caf-cloud-dte,dnd-caf-cloud-dte,National Defence,CAF Cloud Program - Private Cloud Development & Testing Environment (Lab),This project will allow easy access to a set of Private Cloud capabilities to meet the needs for test and development users and workloads.,4859000,2022-09-30,Fiscal Year 22/23 2,0.4,112,8530-441-13-505,"April 25, 2022",0,0
dnd,tcds-nato,dnd-tcds-nato,National Defence,Transfer Cross Domain Solution - NATO Command & Control Systems,"This project will design, engineer, test and accredit a standardized enterprise solution to provide the ability to transfer data between the Consolidated Secret Network Infrastructure and the NATO Secret Wide Area Network, the NATO command & control system hosting command and control and functional applications (i.e. Logistics and Intelligence).",4836400,2023-09-30,Fiscal Year 23/24 2,1.4,113,8530-441-13-505,"April 25, 2022",0,0
dnd,caf-cloud-pcf,dnd-caf-cloud-pcf,National Defence,CAF Cloud Program - DND/CAF Public Cloud Foundation,This project will enable the DND/CAF to begin consuming Public Cloud (i.e. commercially available offering procured and security-assessed for the use of government organizations) and allow DND to access applications and services that are housed in external data centres (i.e. not housed on DND premises).,4768600,2022-09-30,Fiscal Year 22/23 2,0.4,114,8530-441-13-505,"April 25, 2022",0,0
dnd,secure-tablet,dnd-secure-tablet,National Defence,Secure Tablet,"This project will provide a secure tablet solution to the DND/CAF in three phases, including to provide DND/CAF with a tablet which can contain material up to SECRET and provide users with the mobile flexibility required to access classified information while away from their office/desk.",4422368,2023-09-30,Fiscal Year 23/24 2,1.4,115,8530-441-13-505,"April 25, 2022",0,0
dnd,wan,dnd-wan,National Defence,Classified Domain Wide Area Network (WAN) Optimization,This project will conceive of and procure the fundamental building blocks required to optimize the structure and design of the DND/CAF WAN infrastructure.,4327900,2023-06-30,Fiscal Year 23/24 1,1.2,116,8530-441-13-505,"April 25, 2022",0,0
dnd,drmis-sso,dnd-drmis-sso,National Defence,Defence Resources Management Information System (DRMIS) Single SignOn Solution (SSO),This project will enhance user productivity by eliminating the need for multiple passwords and user IDs for DRMIS end-users.,1356000,2023-12-31,Fiscal Year 23/24 3,1.7,117,8530-441-13-505,"April 25, 2022",0,0
dnd,sieg,dnd-sieg,National Defence,Secret Information Exchange Gateway (S-IEG) v2,"This project will establish an alternative capability to augment the existing gateway. The project will design, engineer, test and accredit a redundant IEG capable of supporting email, web, chat, voice, video and mission systems.",3081670,2022-09-30,Fiscal Year 22/23 2,0.4,118,8530-441-13-505,"April 25, 2022",0,0
dnd,siri,dnd-siri,National Defence,Secure Iridium Replacement Initiative (SIRI) project,The project will procure and deploy replacement Secure Iridium handsets and encryption sleeves in order to improve information security.,9044000,2023-03-31,Fiscal Year 22/23,0.9,119,8530-441-13-505,"April 25, 2022",0,0
dnd,cvoip-norad,dnd-cvoip-norad,National Defence,Classified Voice over Internet Protocol - NORAD,This project will provide a robust solution for the Canadian NORAD Region (CANR) and Canadian Air Defence Sector (CADS) in support of NORAD Enterprise Network (NEN) transformation and NORAD operational requirements.,3700000,2025-03-31,Fiscal Year 24/25,2.9,120,8530-441-13-505,"April 25, 2022",0,0
dnd,adam,dnd-adam,National Defence,Automated Data for Aerospace Maintenance (ADAM) Obsolescence,This project will improve the management of CAF aircraft Engineering and Maintenance (E&M) activities by automating the collection and retrieval of CF aircraft maintenance data.,4030020,2023-03-31,Fiscal Year 22/23,0.9,121,8530-441-13-505,"April 25, 2022",0,0
dnd,eedr,dnd-eedr,National Defence,Enterprise Endpoint Detection and Response (EEDR),This project will deliver the ability to assist in the detection of cyber threats on every endpoint and server connected to DND/CAF networks.,5266930,2026-03-31,Fiscal Year 25/26,3.9,122,8530-441-13-505,"April 25, 2022",0,0
dnd,csni,dnd-csni,National Defence,Consolidated Secret Network Infrastructure (CSNI),This project will establish the infrastructure capability within the classified production environment.,3015000,2023-03-31,Fiscal Year 22/23,0.9,123,8530-441-13-505,"April 25, 2022",0,0
dnd,efas,dnd-efas,National Defence,Enterprise Federated Authentication Services (EFAS),This project will enable Single Sign On capability for DND users to access IT systems and applications regardless of their location.,3729000,2024-03-31,Fiscal Year 23/24,1.9,124,8530-441-13-505,"April 25, 2022",0,0
dnd,eids,dnd-eids,National Defence,Enterprise Identify Data Services (EIDS),"This project will provide a secure, reliable and authoritative identity service, including the adoption of cloud and mobility capabilities.",3842000,2024-03-31,Fiscal Year 23/24,1.9,125,8530-441-13-505,"April 25, 2022",0,0
dnd,pegasus,dnd-pegasus,National Defence,Defence C2 Allied Interoperability - PEGASUS Services,"This project will improve DND and CAF interoperability in communications and information core capability areas (Email, chat, web, VTC and voice) and their critical enabling components such as the Secret Information Exchange Gateway.",9081000,2024-03-31,Fiscal Year 23/24,1.9,126,8530-441-13-505,"April 25, 2022",0,0
dnd,cwan-2,dnd-cwan-2,National Defence,Coalition Wide Area Network (CWAN) Services,"This project will improve network management and monitoring capabilities, and further increase networks resiliency.",7248000,2024-03-31,Fiscal Year 23/24,1.9,127,8530-441-13-505,"April 25, 2022",0,0
dnd,cyber-ics,dnd-cyber-ics,National Defence,Cyber Mission Assurance and Exercise Capability,This project will address the platform and operational technologies as well as the more vulnerable Industrial Control Systems (ICS) that DND/CAF rely upon worldwide.,6859100,2026-03-31,Fiscal Year 25/26,3.9,128,8530-441-13-505,"April 25, 2022",0,0
dnd,sgrs,dnd-sgrs,National Defence,Secure Gateway Remote Services (SGRS),"This project will provide new capability, endpoints, and hardware to DND/CAF to foster the continued growth of remote access to select DND/CAF networks, and will serve as a conduit for which future scalable enterprise solutions can be delivered and scaled.",8100000,2025-03-31,Fiscal Year 24/25,2.9,129,8530-441-13-505,"April 25, 2022",0,0
dnd,masis,dnd-masis,National Defence,Illustrated Parts Catalogue (MASIS),"This project will improve the ability/capability of Defence Resource Management Information System (DRMIS) maintenance users to select components from assembly illustrations, bills of material or related parts details and add them directly into SAP Maintenance/Service orders.",8108000,2024-03-31,Fiscal Year 23/24,1.9,130,8530-441-13-505,"April 25, 2022",0,0
cse,iqsc,cse-iqsc,Communications Security Establishment,1. Interim Quantum Safe Capability Project (IQSC),This project ensures that the confidentiality of the Government of Canada’s classified cryptographic devices are protected against future attacks by quantum computing.,10000000,2023-03-31,31-Mar-23 (under review),0.9,131,8530-441-13-505,"April 25, 2022",0,0
cse,scnl,cse-scnl,Communications Security Establishment,2. Joint Secure Communications for National Leadership Project w/ PCO (SCNL),"This project is a joint PCO, CSE and SSC initiative that enables a modern, mobile and secure means of communications for Ministers and senior officials.",6600000,2023-03-31,31-Mar-23,0.9,132,8530-441-13-505,"April 25, 2022",0,0
eccc,climate-archive,eccc-climate-archive,Environment and Climate Change Canada,Climate Archive Renewal,"Under the context of the Canadian Centre for Climate Services (CCCS), the modernization of the Canadian Climate Archives and other repositories aims to ensure consistent, timely access to ECCC’s authoritative climate data records, and to support the development of new data and products. This project will also enhance the automatic quality assurance of the existing archived climate data elements and to improve acccess to these elements.",9463379,2023-03-31,31/03/2023,0.9,133,8530-441-13-505,"April 25, 2022",0,0
eccc,cts,eccc-cts,Environment and Climate Change Canada,Credit and Tracking System,"The Credit and Tracking System supports ECCC administration of regulatee compliance with the legal requirements of the Output Based Pricing System (OBPS ) and the Clean Fuel Regulations (CFR) in a manner that reduces administrative burden on ECCC and the regulatee. [OBPS solution] The functionalities support the OBPS program which aims to minimize competitiveness risks associated with carbon pricing for emissions-intensive, trade-exposed industrial facilities, while retaining the carbon price signal and incentive to reduce GHG emissions. In administering the program, ECCC must facilitate regulatee compliance with the legal requirements of the Greenhouse Gas Pollution Pricing Act (GHGPPA) and OBPS Regulations by providing the necessary supporting infrastructure. [CFR solution] The functionalities facilitate regulatee compliance with the legal requirements of the Canadian Environmental Protection Act (CEPA) on providing the necessary supporting infrastructure, enabling regulatees to report compliance with these regulations to lower the lifecycle carbon intensity of liquid fossil fuels in Canada.",20150000,2025-01-31,31/01/2025,2.8,134,8530-441-13-505,"April 25, 2022",1,0
eccc,ggo,eccc-ggo,Environment and Climate Change Canada,Federal Greenhouse Gas Offsets,"Offsets credits can be used by regulated facilities under the Output Based Pricing System (OBPS) to meet compliance obligations, and can help to reduce the cost of compliance. In addition, other groups such as governments and businesses can use offset credits to meet emission reduction or net-zero targets. The project proposes to implement a solution to support the administration and compliance with the Regulations, in a manner that reduces the administrative burden on ECCC, regulatees, and OBPS covered facilities. The solution includes i) a public-facing registry to share information and documentation on the registered offset projects and credits that have been issued; and ii) functionalities for the management of offset projects, issuance and tracking of federal offset credits.",3860000,2023-03-31,31/03/2023,0.9,135,8530-441-13-505,"April 25, 2022",0,0
eccc,gcems,eccc-gcems,Environment and Climate Change Canada,Grants and Contributions Enterprise Management System,"This project proposes the design, development and delivery of an enterprise solution for the management of grants and contributions in order to make the administrative process more efficient in terms of receiving, processing and monitoring funding applications by ECCC programs online. The system aim is to improve the applicant experience when applying for funding from ECCC's various grants and contributions and to facilitate reporting on progress status and expenses.",3181822,2022-09-28,28/09/2022,0.4,136,8530-441-13-505,"April 25, 2022",0,0
eccc,lca,eccc-lca,Environment and Climate Change Canada,Lifecycle Assessment (LCA) Modelling Solution,The Clean Fuel Standard (CFS) Lifecycle Assessment (LCA) Modelling Project will make available to fuel producers (primary suppliers and voluntary credit creators) downloadable Fuel LCA Model with protocols to calculate a specific carbon intensity (CI) for some Canadian fuel production pathways allowing the industry to meet reporting obligations .,3320000,2022-09-30,30/09/2022,0.4,137,8530-441-13-505,"April 25, 2022",0,0
eccc,msc-metadata,eccc-msc-metadata,Environment and Climate Change Canada,Metadata Repository - Forecast Information (Prediction Focus),The purpose of this Meteorological Service of Canada project is to create a tool to manage and to provide access to the authoritative source of metadata. Workflows will be improved with a generic user interface that allows users and data stewards to access and manage any kind of meteorological-related metadata in the centralized data storage.,1595942,2024-01-01,01/01/2024,1.7,138,8530-441-13-505,"April 25, 2022",0,0
eccc,weather-mod,eccc-weather-mod,Environment and Climate Change Canada,Modernization of the Weather Website,This project will modernize the weather.gc.ca website with synchronization of data and file processing of the WeatherCAN mobile application and a Geo-spatial public interface gathering of weather information available by geographical point. The project also aims to improve the user experience by making a myriad of weather data available from a single platform.,2396870,2023-09-30,30/09/2023,1.4,139,8530-441-13-505,"April 25, 2022",0,0
eccc,nwqdms,eccc-nwqdms,Environment and Climate Change Canada,National Water Quality Data Management Solution,"This planned project proposes a National Water Quality Data Management Solution using available, commercial off-the-shelf technology to consolidate several unconnected and discrete water quality data management systems/data-holdings as well as offering the capability of adding additional datasets/holdings as required. Capitalizing on using modern and adaptable technology, the planned project aims to improve the management of existing and future high value ECCC data and provide timely accessibility to water quality decision-makers, experts and researchers and all Canadians.",9255002,2025-05-07,05/07/2025,3,140,8530-441-13-505,"April 25, 2022",0,0
eccc,msc-nms,eccc-msc-nms,Environment and Climate Change Canada,"Network Management Tools - Surface Weather, Climate and Marine Networks","The purpose of this Meteorological Service of Canada project is to provide a set of applications (tool box) for use by national and regional managers, the National Monitoring Desk and regional technical staff to access, visualize, manage and track atmospheric data from the Surface, Climate and Marine networks. The tools will also include real-time alerting and reporting (performance metrics) components and will be connected to other enterprise database systems.",3547285,2023-03-31,31/03/2023,0.9,141,8530-441-13-505,"April 25, 2022",0,0
eccc,msc-coastal-flooding,eccc-msc-coastal-flooding,Environment and Climate Change Canada,Predicting and Alerting for Coastal Flooding,"This planned project supports the Meteorological Service of Canada’s contribution to the Emergency Management (EM) Strategy led by Public Safety Canada. It proposes expanding the current Meteorological Service of Canada (MSC) flooding prediction and alerting service for Atlantic Provinces into a national, 24/7 alerting system that will serve the following remaining basins: Great Lakes, St. Lawrence, and Pacific and Arctic coasts. Building from current architecture in Atlantic Canada, this initiative will move beyond the current qualitative storm surge alerts to establish predictions based on a range of potential water levels. This will enable emergency management communities to better prepare for possible impacts via a thorough understanding of the range of uncertainties and potential effects of a given surge.",2400000,2024-03-31,31/03/2024,1.9,142,8530-441-13-505,"April 25, 2022",0,0
eccc,rpap,eccc-rpap,Environment and Climate Change Canada,Radar Process Application Project,"The purpose of this project is to adapt current radar processing software applications to accommodate all operational requirements that will ensure the integrity and product quality of existing and new radar products using data provided by the renewed radar network. The radar network needs to account for new dual polarimetric datasets, new radar scanning strategies, new data formats, and compatibility of existing data processing routines using a combination of new and existing data. Radar processing applications are responsible for ingesting data into Information Management/Information Technology (IM/IT) systems, performing scientific algorithm data processing and generating image and numerical products for numerous downstream users for further analysis, evaluation and display.",3000000,2023-03-31,31/03/2023,0.9,143,8530-441-13-505,"April 25, 2022",0,0
eccc,sara-dmts,eccc-sara-dmts,Environment and Climate Change Canada,Species at Risk Data Management and Tracking System,"The project will implement a cloud-based system of record for the wildlife species data by rationalizing key legacy systems into a new Species at Risk - Data Management and Tracking System. The system will be used to store, track and report information related to species under the Species at Risk Act (SARA) and the various legislative requirements under the Act.",16740000,2024-10-31,31/10/2024,2.5,144,8530-441-13-505,"April 25, 2022",1,0
pc,pos-interim,pc-pos-interim,Parks Canada,Point of Sale Solution - Interim,"Parks Canada is in the process of procuring a new cloud-based Point of Sale Solution that will also offer offline functionality (for use of the solution in remote areas, or when internet connectivity is lost). The new solution will feature centralized account management, greater customizability, improved reporting functionality, enhanced inventory management features and potentially integrate with other solutions such as PCRS, our online sales solution and a future Customer Relationship Management Solution.",1300000,2023-03-31,03-31-2023,0.9,145,8530-441-13-505,"April 25, 2022",0,0
pc,m365,pc-m365,Parks Canada,Microsoft 365,"This project will foster a modern digital workspace that responds to the workplace of today's needs, empowers employees with personal productivity tools that enhance process productivity and collaboration.",3000000,2023-03-31,03-31-2023,0.9,146,8530-441-13-505,"April 25, 2022",0,0
pc,accrual-budgeting,pc-accrual-budgeting,Parks Canada,Transition to Accrual Budgeting,"The goal of the Accrual Budgeting Project is to transition the Agency to an accrual budgeting regime and implement strengthened asset, financial, investment and project management governance, policies and business processes, including enabling Information Management / Information Technology (IM/IT) solutions and tools.",11742771,2024-03-31,03-31-2024,1.9,147,8530-441-13-505,"April 25, 2022",1,0
pc,pcrs-renewal,pc-pcrs-renewal,Parks Canada,Parks Canada Reservation System (PCRS) Renewal,"Parks Canada will implement a new reservation system with additional functionality that will allow for user profiles, template integration with the new Parks Canada website and handle transactions including permits. This will allow the visitors to reserve campsites, accommodations, services and activities on one national platform.",2270786,2025-03-31,03-31-2025,2.9,148,8530-441-13-505,"April 25, 2022",0,0
esdc,atip-mod,esdc-atip-mod,Employment and Social Development Canada,Access to Information and Privacy (ATIP) Business Modernization,"This project proposes to replace the current solution, modernize ATIP business processes, and explore Artificial Intelligence (AI) capabilities for future improvements. By proceeding with this project, ESDC will aim to improve productivity, reduce risks and enhance management's decision-making.",2857066,2023-08-08,2023-08-08,1.3,149,8530-441-13-505,"April 25, 2022",0,0
esdc,acp,esdc-acp,Employment and Social Development Canada,Accessibility Compliance Project,"This investment is intended to fully modify seven internal, employee-facing, custom solutions to fully comply with accessibility standard EN 301 549, as defined by the European Telecommunications Standards Institute (ETSI), to address the Accessible Canada Act and comply with Treasury Board’s strategy for an accessible Public Service. It also includes preparation and planning work for nine additional applications.",1751248,2022-05-17,2022-05-17,0.1,150,8530-441-13-505,"April 25, 2022",0,0
esdc,bdm,esdc-bdm,Employment and Social Development Canada,Benefits Delivery Modernization (BDM) Programme,"Beginning with Employment insurance (EI), and expanding to Canada Pension Plan (CPP) and Old Age Security (OAS), the BDM program was created as a long-term change that will transform delivery of benefit programs. BDM will help deliver on commitments to streamline applications, reduce wait times for Canadians accessing benefits, improve ESDC’s ability to meet service standards and enable ESDC to be more responsive to the changing needs of clients.",436235609,2024-08-27,2024-08-27,2.3,151,8530-441-13-505,"April 25, 2022",1,1
esdc,bisb-rpa,esdc-bisb-rpa,Employment and Social Development Canada,Benefits and Integrated Services Branch (BISB) – Pensions Process Automation Project,"This investment would expand the use of Robotic Process Automation (RPA) to process Pensions inventories (CPP and OAS), building on a past proof of concept and expansion phases. The project is intended to support the business in meeting the current service standards for CPP and OAS client wait times, which are not consistently met at this time due to challenges associated with workload.",14648613,2023-03-27,2023-03-27,0.9,152,8530-441-13-505,"April 25, 2022",1,0
esdc,bs-lmi,esdc-bs-lmi,Employment and Social Development Canada,Business Solution for Data Visualization,This project includes the development and launch of an application that will dynamically pull information from a common platform and allow dissemination of labour market information. The first work package is a public-facing interface that incorporates validated open data and open source technologies. The second and third work packages will develop an internal geomatics platform and a Data Lake.,2677411,2022-05-24,2022-05-24,0.1,153,8530-441-13-505,"April 25, 2022",0,0
esdc,cesp-ams,esdc-cesp-ams,Employment and Social Development Canada,Canada Education Savings Program (CESP) Analytical and Monitoring Solution,"This investment is intended to replace the existing and aging CESP Reporting Database (RDB) to align with the ESDC Business Intelligence and Analytics Framework and Data Strategy and will also include monitoring functionalities. The project will add a disposition functionality to the CESP Production Database (PDB), as per the management response to the Audit of the Management of Personal Information for Selected Programs.",1863407,2023-03-28,2023-03-28,0.9,154,8530-441-13-505,"April 25, 2022",0,0
esdc,cva-online,esdc-cva-online,Employment and Social Development Canada,Canadas Volunteer Awards (CVA) - Online System Optimization,"The investment is intended to implement privacy and functionality enhancements for the current CVA Online Nomination and Assessment Application by transitioning to a more secure, cloud-based file system, providing an improved user experience. The new system aims to implement recommendations made by the Ombudsman of the Privacy Commissioner in response to a complaint received in 2017.",1476004,2022-09-01,2022-09-01,0.4,155,8530-441-13-505,"April 25, 2022",0,0
esdc,cpp-e,esdc-cpp-e,Employment and Social Development Canada,Canada Pension Plan (CPP) Enhancement,"This project seeks to enhance the CPP by increasing the benefit Canadians receive from the program in their retirement years, in exchange for higher contributions by: 1) Increasing the contribution rate and; 2) Introducing a new upper limit for contributions in 2024 and 2025. The project scope includes the automation of the 2016-18 Triennial Review Reforms.",75175692,2025-03-31,2025-03-31,2.9,156,8530-441-13-505,"April 25, 2022",1,0
esdc,cpp-sis,esdc-cpp-sis,Employment and Social Development Canada,CPP SIS (Canada Pension Plan Service Improvement Strategy),The CPP SIS is the Department’s comprehensive response to: the Government of Canada commitment to improve service delivery and standards evolving client service expectations Office of the Auditor General of Canada (OAG) audit findings on CPP Disability and to ensure the sustainability of CPP program delivery.,53720111,2022-08-29,2022-08-29,0.3,157,8530-441-13-505,"April 25, 2022",1,0
esdc,cslp-cbr,esdc-cslp-cbr,Employment and Social Development Canada,Credit Bureau Reporting (Canada Student Financial Assistance (CSFA) Program CBR),This project will address to an existing program gap whereby reporting to the credit bureaus stop once a student loan is no longer in good standing and enters default status (over 270 days of non-repayment). The solution proposed by the CSFA Program would establish ongoing reporting of defaulted loans to credit bureaus.,1221712,2023-06-13,2023-06-13,1.1,158,8530-441-13-505,"April 25, 2022",0,0
esdc,cslp-auth,esdc-cslp-auth,Employment and Social Development Canada,CSFA Program E-Services Transformation,The two components of this project are work that ESDC must complete to support the transfer of functionality to the Service Provider (SP): 1) Using Enterprise Cyber Authentication Solution (ECAS) to enable electronic identity verification and,7263141,2026-02-26,2026-02-26,3.8,159,8530-441-13-505,"April 25, 2022",0,0
esdc,data-foundations,esdc-data-foundations,Employment and Social Development Canada,Data Foundations,"The Data Foundations Programme will deliver enterprise data infrastructure projects, as well as associated change management activities to support these new methods and technologies.",13382780,2027-02-19,2027-02-19,4.8,160,8530-441-13-505,"April 25, 2022",1,0
esdc,ei-letters,esdc-ei-letters,Employment and Social Development Canada,Display of Employment Insurance (EI) Letters,"The proposed investment is intended to simplify EI decision letters and make them accessible to Canadians through their My Service Canada Account. The investments supports the implementation of recommendations from a comprehensive review of the Social Security Tribunal recourse process, by making the EI appeal process more client-centric for Canadians while navigating through the first level of appeal.",1270193,2022-09-15,2022-09-15,0.4,161,8530-441-13-505,"April 25, 2022",0,0
esdc,ei-api,esdc-ei-api,Employment and Social Development Canada,EI Part II Application Programming Interface (API),"This project is intended to create a secure national standard solution for sharing EI information for all Province and Territories (P/Ts). The project was piloted by BC and ON. Learnings will be applied to other P/Ts as they onboard. The project will streamline the criteria and secure data transfer of the Targeting, Referral and Feedback system, which targets EI applicants and directs them to relevant job opportunities and PTdelivered programs and services.",1799288,2023-07-25,2023-07-25,1.2,162,8530-441-13-505,"April 25, 2022",0,0
esdc,emas,esdc-emas,Employment and Social Development Canada,Emergency Management Application System,"The Emergency Management Application System (EMAS) would serve each branch/region in ESDC, to centralize the creation, storage, approval and reporting of all Emergency Management (EM) and Business Continuity Management (BCM) related plans and activities. It would also function as a back-up system that could be easily accessed in the event of an emergency.",1508158,2023-09-08,2023-09-08,1.4,163,8530-441-13-505,"April 25, 2022",0,0
esdc,ei-doc-upload,esdc-ei-doc-upload,Employment and Social Development Canada,Employment Insurance Benefits Processing Document Upload,"Document Upload intends to improve the business workflow within the EI program that receives millions of paper documents each year in support of claims processing. These include the most common documents such as medical certificates, Service Canada INS forms, Records of Employment (ROE) and correspondence between employers and workers.",2165471,2022-07-12,2022-07-12,0.2,164,8530-441-13-505,"April 25, 2022",0,0
esdc,ei-2021,esdc-ei-2021,Employment and Social Development Canada,Employment Insurance Measures - Budget 2021,"The purpose of this project is to introduce changes affecting EI based on the Government of Canada’s 2021 Budget. These changes establish common entrance requirements, apply simplification measures, extend supports for seasonal workers, extend temporary supports for fishers and increase the maximum duration for sickness benefits.",6296123,2023-11-01,2023-11-01,1.5,165,8530-441-13-505,"April 25, 2022",0,0
esdc,spo,esdc-spo,Employment and Social Development Canada,Enterprise Information Management Frame on ESDC M365 Tenant,"This project will establish SharePoint Online (SPO) as the designated authoritative and trusted Enterprise Information repository to improve IM practices, optimize information for Enterprise use and re-use, align information for Enterprise collaboration, secure and protect information by applying security and sensitivity classifications, and increase adoption of the EIM Frame.",4018623,2024-08-22,2024-08-22,2.3,166,8530-441-13-505,"April 25, 2022",0,0
esdc,epassport-ng,esdc-epassport-ng,Employment and Social Development Canada,ePassport Next Generation,"ePassport Next Generation is an Immigration, Refugees and Citizenship Canda (IRCC) led project established to replace the current passport printing solution. This includes the development of a new book design to enhance its security features and level of durability in alignment of International Civil Aviation Organisation (ICAO) standards in order to safeguard the passport against current and future vulnerabilities, a competitive procurement process to select an ePassport supplier, and more solutions.",15561610,2022-12-30,2022-12-30,0.7,167,8530-441-13-505,"April 25, 2022",1,0
esdc,e-payroll,esdc-e-payroll,Employment and Social Development Canada,ePayroll Phase 1 (Testing-Prototyping),"The ePayroll Phase 1 (Testing/Prototyping) project will develop a business case to propose the future implementation of an ePayroll system. ePayroll is envisioned to transform the way employers interact with the Government of Canada, alleviate the Payroll reporting administrative burden and lay the groundwork toward the implementation of a real-time Payroll system.",7945145,2024-03-28,2024-03-28,1.9,168,8530-441-13-505,"April 25, 2022",0,0
esdc,gcsi,esdc-gcsi,Employment and Social Development Canada,ESDC Adoption of Government of Canada Secret Infrastructure (GCSI),"This project will implement GCSI in ESDC, which is the only Government of Canada approved solution, offered by Shared Services Canada (SSC), which supports the electronic use and destruction of information and assets with the security classification level of SECRET with enhanced information management tools (Secret GC-GCdocs) managed by Public Services and Procurement Canada (PSPC) as an optional service offering. The project will also include the implementation of SSC’s Secure Remote Access.",45045567,2027-03-09,2027-03-09,4.9,169,8530-441-13-505,"April 25, 2022",1,0
esdc,hrsb,esdc-hrsb,Employment and Social Development Canada,Human Resources Services Branch (HRSB) Programme,"The programme will facilitate and improve the generation of dashboards and predictive analytics, integrate and streamline HR processes, develop and align talent with organizational needs and have the ability to address workforce requirements.",18114967,2024-07-08,2024-07-08,2.2,170,8530-441-13-505,"April 25, 2022",1,0
esdc,isetp,esdc-isetp,Employment and Social Development Canada,Indigenous Skills and Employment Training Program (ISETP) System Alignment,This project is to provide the same level of end-to-end digitally enabled service to the ISET program that it already provides to all its other grants and contributions programs. The project will also increase client satisfaction by improving business processes and reducing administrative burden for agreement holders and internal staff.,2712621,2023-05-12,2023-05-12,1,171,8530-441-13-505,"April 25, 2022",0,0
esdc,icaad,esdc-icaad,Employment and Social Development Canada,Integrated Corporate Accounting and Accountability Directorate (ICAAD) Client Facing Tool,"The investment intends to identify and implement a simplified system for managing and resolving client requests to the Integrated Corporate Accounting and Accountability Directorate (ICAAD) within the Chief Financial Officer Branch (CFOB). The proposed system would allow for two-way communication between the requester and the resolver, allow ICAAD employees to search all requests and access historical data, and provide a more intuitive interface for clients.",1037333,2024-02-21,2024-02-21,1.8,172,8530-441-13-505,"April 25, 2022",0,0
esdc,iaam,esdc-iaam,Employment and Social Development Canada,Internal Activity and Access Monitoring,"Since 2014 a number of audits have identified the need to address the lack of proactive monitoring of access logs of ESDC corporate applications. In response, ESDC’s Integrity Services Branch has taken the lead to put in place a best in class enterprise solution to monitor access controls, misuse of information, and internal fraud across core ESDC applications.",39243087,2026-01-21,2026-01-21,3.7,173,8530-441-13-505,"April 25, 2022",1,0
esdc,job-bank-3,esdc-job-bank-3,Employment and Social Development Canada,Job Bank 3,"Job Bank is the Government of Canada’s free and bilingual website for jobs and labour market information. Legislated through the Employment Insurance Act, Job Bank provides millions of Canadians annually information on employment opportunities and connects employers to job seekers across Canada.",12865179,2022-09-12,2022-09-12,0.4,174,8530-441-13-505,"April 25, 2022",1,0
esdc,lms,esdc-lms,Employment and Social Development Canada,Learning Management System Renewal,"This project's objective is to provide a one-window, accessible learning portal for all current and future employees. The renewed department-wide solution will deliver an integrated back office for learning content management, delivery, analytics, and reporting which complies with Treasury Board Secretariat (TBS) requirements, including accessibility.",3124431,2024-01-15,2024-01-15,1.7,175,8530-441-13-505,"April 25, 2022",0,0
esdc,lcms,esdc-lcms,Employment and Social Development Canada,Legal Case Management Solution (LCMS) 2,"LCMS will be transferred from Dynamics 2016 to Dynamics 365. ​All case files within Legal Services Branch will be captured in this new iteration of LCMS. Case management will be centralized, reducing the error rate on recorded case files and allowing for more efficient workflow on files within portfolio.",1069592,2023-03-31,2023-03-31,0.9,176,8530-441-13-505,"April 25, 2022",0,0
esdc,lmia,esdc-lmia,Employment and Social Development Canada,Labour Market Impact Assessments (LMIA) System Enhancement,"The LMIA System is a secure online platform that enables employers to submit applications for Labour Market Impact Assessments (LMIA), through it's public-facing portal LMIA Online. The LMIA System Enhancements Project (LMIA SEP) looks to continue adapting the LMIA System and LMIA Online to align with emerging Government of Canada and Departmental priorities.",4324637,2023-08-23,2023-08-23,1.3,177,8530-441-13-505,"April 25, 2022",0,0
esdc,sp,esdc-sp,Employment and Social Development Canada,Migration to SharePoint Server 2016,"SharePoint Migration server 2016 involves SharePoint 2010 content migration to SharePoint 2016 and SharePoint Online. ESDC has about 2,500 site collections in SharePoint 2010 that also include about 2,000 sub-sites for a total of 4,500 sites.",1089551,2022-05-31,2022-05-31,0.1,178,8530-441-13-505,"April 25, 2022",0,0
