deptAcronym,shortcode,uniqueId,department,latestProjectName,latestDescription,numOfEntries,originalBudget,latestBudget,originalBudgetSource,latestBudgetSource,originalEstimatedCompletionDate,latestEstimatedCompletionDate,originalEstimatedCompletionDateSource,latestEstimatedCompletionDateSource,budgetDelta,budgetDeltaPercentage,datesDelta,estimatedStatus,isOver10M,isOver100M
dnd,cs-dpac,dnd-cs-dpac,National Defence,Cyber Security Defence Preparedness Assessment Capability,Cyb!;1r Security Defence Preparedness Assessment CaQability will provide centralized management of security and preparedness related activities across the enterprise through the use of a platform allowing integration of data and the automation of business processes.,1,4410000,4410000,2019,2019,2021-03-31,2021-03-31,2019,2019,,,,completed,0,0
dnd,cs-training,dnd-cs-training,National Defence,Interim Cyber Training Capability,"Interim Cyber Training Capability will provide the DND/CAF with the fundamental building blocks to train Cyber Forces and operational staff, both individually and collectively, to secure and defend DND/CAF networks.",1,4280000,4280000,2019,2019,2020-08-31,2020-08-31,2019,2019,,,,completed,0,0
dnd,csa,dnd-csa,National Defence,Cyber Security Awareness,"Cyber Security Awareness: This project will establish a security service oriented architecture in order to build service oriented infrastructure. It will collapse the network security boundaries that will reduce the external attack surface and standardise the management, operational and technical security controls to ensure the confidentiality, integrity and availability of National Defence's information assets within all required mission contexts while also facilitating rapid attack detection, diagnosis, containment and response with a management overlay that is intended to operate independently.",1,179000000,179000000,2016,2016,2024-11-30,2024-11-30,2016,2016,,,,unknown (past due),1,1
dnd,cse-ccmp,dnd-cse-ccmp,National Defence,Canadian Cryptographic Modernization Program (CSE),Canadian Cryptographic Modernization Program (CCMP) project: The program provides the management and coordination for the modernization of the cryptographic equipment and infrastructure used by the GC to safeguard its classified information.,1,60113000,60113000,2016,2016,2021-03-31,2021-03-31,2016,2016,,,,completed,1,0
dnd,cse-csmi-2a,dnd-cse-csmi-2a,National Defence,Classified Security Management Infrastructure Phase 2A,"Classified Security Management Infrastructure (CSMI) Phase 2A : CSMI Phase 2A will develop Proof of Concept Stage 2 and Client Pilot milestones. CSMI Phase 2A activities prepare for CSMI Phase 2B, which will replace the current Government of Canada (GC) Electronic Key Management System with GC Key Management Infrastructure.",1,43519086,43519086,2016,2016,2018-03-31,2018-03-31,2016,2016,,,,completed,1,0
dnd,cse-csmi-2b,dnd-cse-csmi-2b,National Defence,Classified Security Management Infrastructure Phase 2B,"Classified Security Management Infrastructure Project: Phase 2B will complete the development and implementation of the Canadian Central Facility, which will have the capabilities required to support Government of Canada Key Management Infrastructure and deploy the next generation of key management systems.",2,31577000,61385855,2016,2019,2021-03-31,2021-03-31,2016,2019,29808855,94.4,,on schedule,1,0
dnd,cse-ctsn,dnd-cse-ctsn,National Defence,Canadian Top Secret Network,"Canadian Top Secret Network (CTSN): The modernization of CTSN is a 5- year project designed to put in place new security, collaboration, and connectivity enhancements to the security and intelligence community.",1,51756055,51756055,2016,2016,2018-03-31,2018-03-31,2016,2016,,,,completed,1,0
dnd,csmi-2b,dnd-csmi-2b,National Defence,Classified Security Management Infrastructure Phase 2B,"Classified Security Management Infrastructure, Phase 2B: This phase of the Classified Secure Management Infrastructure project will be conducted in conjunction with the United States Key Management Infrastructure Capability Increment 2 pr9ject, and will be the foundation for the next generation of key management systems. This phase will likely introduce new capabilities such as a secure network presence for key management, the ability to transition users from the Electronic Key Management System to a new web-based ordering tool for all key types, Over-The-Network-Keying directly to End Cryptographic Units, and the integration of key management and key distribution functions into dedicated mission management systems.",1,64000000,64000000,2016,2016,2020-12-31,2020-12-31,2016,2016,,,,completed,1,0
dnd,csni,dnd-csni,National Defence,Consolidated Secret Network Infrastructure (CSNI),This project will establish the infrastructure capability within the classified production environment.,1,3015000,3015000,2022,2022,2023-03-31,2023-03-31,2022,2022,,,,new,0,0
dnd,csni-bcr,dnd-csni-bcr,National Defence,Business Continuity Requirements for Classified Systems,Business Continuity Reguirements for Classified Systems will establish and maintain a disaster recovery site for critical Consolidated Secret Network Infrastructure systems which will also be geographically diverse from the two main data centres located within National Capital Region.,1,4276000,4276000,2019,2019,2019-12-01,2019-12-01,2019,2019,,,,completed,0,0
dnd,csni-enmm,dnd-csni-enmm,National Defence,Consolidated Secret Network Infrastructure Enterprise Network Management and Monitoring,This project will introduce network management and monitoring systems for the Consolidated Secret Network Infrastructure which is critical infrastructure for the CAF and interoperability with our allies.,2,4424000,4424000,2019,2022,2019-09-01,2024-12-31,2019,2022,,,5.33,behind schedule,0,0
dnd,csni-esh,dnd-csni-esh,National Defence,Consolidated Secret Network Infrastructure Enterprise Server Hosting,"Enterprise Server Hosting (ESH) for Consolidated Secret Network Infrastructure (CSNI): This project is aimed at mitigating deficiencies in the system by.enhancing the network's virtual infrastructure with high availability, fault tolerance, agility, scalability and disaster recovery capabilities between two or more data centres.",1,2799000,2799000,2016,2016,2017-03-31,2017-03-31,2016,2016,,,,completed,0,0
dnd,ctdc-cm,dnd-ctdc-cm,National Defence,Classifed Test & Development Centre Compute Modernization,Classified Test & Development Centre Compute Modernization will procure all of the compute (blade servers) and stand-alone servers to provide all hosting and core services for the new Local Infrastructure Room at Carling Campus.,1,3553000,3553000,2019,2019,2020-02-29,2020-02-29,2019,2019,,,,completed,0,0
dnd,ctdc-crzi,dnd-ctdc-crzi,National Defence,Classifed Test & Development Centre Classified Restricted Zone Modernization,Classified Test & Development Centre (CTDC) Based Classified Restricted Zone (CRZl Modernization will enable a best practice lab presence for the CRZ in order to minimize risk and downtime for all Canadian Eyes-Only enclaves.,1,3333120,3333120,2019,2019,2019-10-31,2019-10-31,2019,2019,,,,completed,0,0
dnd,ctdc-ilirc,dnd-ctdc-ilirc,National Defence,Classifed Test & Development Centre Command & Control Military Inter-Local Infrastructure Room Connectivity,"Classified Test & DeveloQment Centre Command & Control Milita[Y Inter-Local Infrastructure Room Connectivity will establish a remote access service, data migration services and business continuity with geographically diverse data protection for both the Classified Test and Development Centre and Consolidated Secret Network Infrastructure production.",1,4407500,4407500,2019,2019,2020-01-31,2020-01-31,2019,2019,,,,completed,0,0
dnd,ctdc-lir-carling,dnd-ctdc-lir-carling,National Defence,Classifed Test & Development Centre Carling Campus Local Infrastruture Room Establishment & Management,Classified Test &Develogment Centre Carling Camgus Local Infrastructure Room Establishment &Management will procure all the fundamental building blocks required to establish Local Infrastructure Rooms (LIRs) at Carling Campus.,1,1900660,1900660,2019,2019,2020-02-01,2020-02-01,2019,2019,,,,completed,0,0
dnd,ctdc-nsx,dnd-ctdc-nsx,National Defence,Classifed Test & Development Centre NSX SDN Solution,Classified Test & Development Centre (CTDC) NSX SDN Solution will apply NSX to the infrastructure as part of the migration of the military command & control CTDC test lab at Tunney's Pasture to Carling Campus.,1,3330516,3330516,2019,2019,2020-03-31,2020-03-31,2019,2019,,,,completed,0,0
dnd,cvoip,dnd-cvoip,National Defence,Classified Video and Voice over Internet Protocol,Classified Voice and Video Over Internet Protocol will implement an enterprise-wide voice and video capability over a classified network in support of strategic and operational users while interconnecting with other tactical and bilateral initiatives.,2,2103000,2101500,2016,2019,2017-03-31,2019-09-30,2016,2019,-1500,-0.07,2.5,behind schedule,0,0
dnd,cvoip-norad,dnd-cvoip-norad,National Defence,Classified Voice over Internet Protocol - NORAD,This project will provide a robust solution for the Canadian NORAD Region (CANR) and Canadian Air Defence Sector (CADS) in support of NORAD Enterprise Network (NEN) transformation and NORAD operational requirements.,1,3700000,3700000,2022,2022,2025-03-31,2025-03-31,2022,2022,,,,new,0,0
dnd,cwan,dnd-cwan,National Defence,Coalition Wide-Area Network (CWAN) Redundant Connectivity and Engineering Test Build,"This project will provide two key deliverables; 1) CWAN Redundancy to properly support the quickly expanding, operationally critical systems that contribute to interoperability, and 2) CWAN Test Build that will establish a design and validation environment to safely and effectively evolve the CWAN to the level required as per Strong, Secure, Engaged.",2,4424544,4999735,2019,2022,2021-06-01,2022-06-30,2019,2022,575191,13,1.08,behind schedule,0,0
dnd,cwan-2,dnd-cwan-2,National Defence,Coalition Wide Area Network (CWAN) Services,"This project will improve network management and monitoring capabilities, and further increase networks resiliency.",1,7248000,7248000,2022,2022,2024-03-31,2024-03-31,2022,2022,,,,new,0,0
dnd,cyber-ics,dnd-cyber-ics,National Defence,Cyber Mission Assurance and Exercise Capability,This project will address the platform and operational technologies as well as the more vulnerable Industrial Control Systems (ICS) that DND/CAF rely upon worldwide.,1,6859100,6859100,2022,2022,2026-03-31,2026-03-31,2022,2022,,,,new,0,0
dnd,dbcim,dnd-dbcim,National Defence,Digital Biometric Collection and Identification Management,"Digital Biometric Collection and Identification Management: This project intends to fulfill a need to transition from a hardcopy-based Biometrics Collection and Identity Management Capability to a digital capability in the National Defence and Canadian Armed Forces. This will ensure interoperability, continuity of service and stronger Identity Management with Ipartner departments, agencies, and Allies.",1,20000000,20000000,2016,2016,2019-03-31,2019-03-31,2016,2016,,,,completed,1,0
dnd,dccai,dnd-dccai,National Defence,Defence Command and Control Allied Interoperability,Defence Command and Control Allied Interoperability: The primary objective of this project is to deliver defence Communications and Information Systems interoperability capabilities required to achieve Canada's intended contributions to the larger allied interoperability efforts undertaken with the United States and under the Combined Communications Electronics Board's Proaram.,1,5600000,5600000,2016,2016,2019-03-31,2019-03-31,2016,2016,,,,completed,0,0
dnd,dcmp-iff,dnd-dcmp-iff,National Defence,Defence Cryptographic Modernization Project Identify Friend or Foe,"Defence Cryptographic Modernization Project - Identify Friend or Foe (IFF): National Defence is currently in the process of replacing its legacy Identify Friend or Foe Mode 4 with IFF Mode 5 compliant cryptographic devices that meet North Atlantic Treaty Organization Standard Agreement 4193 specifications, while ensuring that necessary Tier 2.5 modifications are made to support Black Key Distribution.",1,45000000,45000000,2016,2016,2018-07-31,2018-07-31,2016,2016,,,,completed,1,0
dnd,dcmp-nef,dnd-dcmp-nef,National Defence,Defence Cryptographic Modernization Project Network Encryption Family,"Defence Cryptographic Modernization Project - Network Encryption Family: This project will provide modern cryptographic devices to secure all of National befence's Classified Networks, remaining Data Links as well as the Royal Canadian Navy's Fleet Broadcast.",1,123000000,123000000,2016,2016,2018-08-31,2018-08-31,2016,2016,,,,completed,1,1
dnd,dcmp-omnibus,dnd-dcmp-omnibus,National Defence,Defence Cryptographic Modernization Project Omnibus,Defence Cryptographic Modernization Project - Omnibus: This omnibus project will provide the management and oversight and Definition Phase work for all of its sub-projects: Defence Cryptographic Modernization Project - Identify Friend or Foe; Defence Cryptographic Modernization Project - Network Encryption Family and Defence Cryptographic Modernization Project - Secure Radio.,1,19000000,19000000,2016,2016,2020-12-31,2020-12-31,2016,2016,,,,completed,1,0
dnd,dcmp-sr,dnd-dcmp-sr,National Defence,Defence Cryptographic Modernization Project Secure Radio,"Defence Cryptographic Modernization Project - Secure Radio: National Defence is currently in the process of replacing most of its Type 1 (High Assurance) cryptographic inventory as part of the Defence Cryptographic Modernization project. This is a sub-project that will examine the algorithm modernization requirement and identify legacy secure radios that will require cryptographic modernization upgrading or replacement. During the implementation phase, this project will replace or modernize secure_ radios identified in scope for this project. Additionally, this sub-project will ensure that any new projects for secure radios adhere to the standards established by this sub-oroiect.",1,224000000,224000000,2016,2016,2020-12-31,2020-12-31,2016,2016,,,,completed,1,1
dnd,dco-ds,dnd-dco-ds,National Defence,Defensive Cyber Operations Decision Support,"Defensive Cyber Operations - Decision Support: This project will provide technical solutions to safeguard Canadian Armed Forces networks and its data confidentiality, integrity and availability by modernizing Protection Technologies and implementing Detection and Response technologies.",1,93000000,93000000,2016,2016,2024-11-30,2024-11-30,2016,2016,,,,unknown (past due),1,0
dnd,dcss,dnd-dcss,National Defence,Data Centric Security Service,"Data Centric Security Service: This project will implement security processes and systems in the secret domain that will make the balance between information sharing and protection more effective and efficient. The outcome will be a seamless information environment existing on a single, unified network at the secret security level, satisfying the core operational requirement for a multi-caveat security capability at the secret level.",1,100000000,100000000,2016,2016,2020-11-30,2020-11-30,2016,2016,,,,completed,1,0
dnd,dlls,dnd-dlls,National Defence,Defence Lessons Learned System,Defence Lessons Learned System: The project will replace the existing Lessons Learned Tool (LLKMS) application with a modern web application (DLLS) that integrates with existing Lessons Learned Tools and better meets the needs of the DND/CAF Defence Lessons Learned Programme.,1,1430000,1430000,2019,2019,2022-03-31,2022-03-31,2019,2019,,,,completed,0,0
dnd,drmis,dnd-drmis,National Defence,Defence Resources Management Information System,Defence Resources Management lnformation System P9 Server Expansion will procure and install two P9 servers which will provide additional server capacity.,1,4424567,4424567,2019,2019,2019-06-01,2019-06-01,2019,2019,,,,completed,0,0
dnd,drmis-grc,dnd-drmis-grc,National Defence,Defence Resource Management Information System Segregation of Duties,"lmprgving the Segregation of Duties in the Defence Resource Management Information System (DRMIS) (GRC - Governance, Risk, Compliance) is a suite of products that will enable the Director DRMIS to ensure compliance, will permit DND to adhere to Treasury Board policies, such as financial policies identified as part of Policy Internal Controls, and allow the Director DRMIS to address known issues related to contractor access.",1,2948000,2948000,2019,2019,2021-09-30,2021-09-30,2019,2019,,,,completed,0,0
dnd,drmis-sip,dnd-drmis-sip,National Defence,Defence Resource Management Information System Secure Interface Points,Defence Resources Management Information System (DRMIS) Secure Interface Points (SIP) Solution will design and implement a SIP infrastructure solution to improve the security architecture of the DRMIS Enclave.,1,1757522,1757522,2019,2019,2020-03-31,2020-03-31,2019,2019,,,,completed,0,0
dnd,drmis-sso,dnd-drmis-sso,National Defence,Defence Resources Management Information System (DRMIS) Single SignOn Solution (SSO),This project will enhance user productivity by eliminating the need for multiple passwords and user IDs for DRMIS end-users.,2,1200000,1356000,2019,2022,2021-03-31,2023-12-31,2019,2022,156000,13,2.75,behind schedule,0,0
dnd,dse-fle,dnd-dse-fle,National Defence,Data Security Enhancements File Labeling and Encryption,"This project takes the next step of strengthening data security for the DND/CAF by enhancing labelling, audit and access restriction capabilities to protect information management/information technology data confidentiality and integrity.",2,4415000,4999120,2019,2022,2019-09-01,2022-09-30,2019,2022,584120,13.23,3.08,behind schedule,0,0
dnd,ebi,dnd-ebi,National Defence,Enterprise Business Intelligence,"Enterprise Business Intelligence (eBI) (Professional Services): The eBI project will provide the platform and the infrastructure for central repositories of integrated data from one or more disparate sources. This will enable secure, easy and timely access and sharing of data from internal and external information systems, real-time data exchange and reporting to facilitate timely decision making and drive business value.",1,2924000,2924000,2016,2016,2018-03-31,2018-03-31,2016,2016,,,,completed,0,0
dnd,eedr,dnd-eedr,National Defence,Enterprise Endpoint Detection and Response (EEDR),This project will deliver the ability to assist in the detection of cyber threats on every endpoint and server connected to DND/CAF networks.,1,5266930,5266930,2022,2022,2026-03-31,2026-03-31,2022,2022,,,,new,0,0
dnd,efas,dnd-efas,National Defence,Enterprise Federated Authentication Services (EFAS),This project will enable Single Sign On capability for DND users to access IT systems and applications regardless of their location.,1,3729000,3729000,2022,2022,2024-03-31,2024-03-31,2022,2022,,,,new,0,0
dnd,eids,dnd-eids,National Defence,Enterprise Identify Data Services (EIDS),"This project will provide a secure, reliable and authoritative identity service, including the adoption of cloud and mobility capabilities.",1,3842000,3842000,2022,2022,2024-03-31,2024-03-31,2022,2022,,,,new,0,0
dnd,esmdp-1,dnd-esmdp-1,National Defence,Elastic Secure Multi-Domain Platform Cyber Domain Pilot,Elastic Secure Multi-Domain Platform - Cyber Domain Pilot will integrate enterprise security solutions at various layers in order to maximize operational commander's flexibility while maintaining enterprise security and reducing risks for the Information System.,1,3763000,3763000,2019,2019,2020-03-31,2020-03-31,2019,2019,,,,completed,0,0
dnd,esmdp-2,dnd-esmdp-2,National Defence,Elastic Secure Multi-Domain Platform Proof of Concept,Elastic Secure Multi-Domain Platform Proof of Concept will deliver a solution architecture for deployed kits that provide dynamic scalable capability to support new/expanding mission requirements in theatre.,1,2940000,2940000,2019,2019,2020-03-31,2020-03-31,2019,2019,,,,completed,0,0
dnd,gcdocs,dnd-gcdocs,National Defence,GCdocs,"Information Resource Management System: This project will provide enterprise-wide electronic document and records management, paper records management in addition to collaboration capability for National Defence and the Canadian Armed Forces, using the Government of Canada mandated tool, GCDOCs.",1,63300000,63300000,2016,2016,2019-03-31,2019-03-31,2016,2016,,,,completed,1,0
dnd,hadcs,dnd-hadcs,National Defence,High Arctic Data Communications System Back-up Radio for Microwave Links,High Arctic Data Communications System Back-up Radio System for Microwave Links: This project will enable a prototype solar based line of sight power system that will be installed at Canadian Forces Station Ahart for testing over two dark season cycles.,1,3673000,3673000,2016,2016,2018-03-31,2018-03-31,2016,2016,,,,completed,0,0
dnd,hadcs-skullpoint,dnd-hadcs-skullpoint,National Defence,High Arctic Data Communications System Alternate Power Unit,Alternate Power Unit Reglacement For the High Arctic Data Communications System (HADCS) - Skulgoint and Fort Eureka will replace the existing auxiliary power unit at Skull Point.with a unit to be installed at Upper Paradise instead.,1,1700000,1700000,2019,2019,2019-08-30,2019-08-30,2019,2019,,,,completed,0,0
dnd,hfae,dnd-hfae,National Defence,High Frequency Audio Equipment,"High Frequency Audio Equipment: This project involves the replacement and renewal of audio equipment to renew the life expectancy and enable back- end interconnectivity of all Canadian Armed Forces high-frequency radio stations. These stations are used for search and rescue, long haul communications to deployed operations, and high Arctic and global communications to long range aircraft.",1,4689000,4689000,2016,2016,2018-03-31,2018-03-31,2016,2016,,,,completed,0,0
dnd,hfaeu,dnd-hfaeu,National Defence,High Frequency Audio Equipment Upgrade,High Frequency Audio Equipment Upgrade involves the replacement and renewal of audio equipment to renew the life expectancy and enable back-end interconnectivity of all CAF high-frequency radio stations.,1,4159212,4159212,2019,2019,2019-08-30,2019-08-30,2019,2019,,,,completed,0,0
dnd,hfru,dnd-hfru,National Defence,High Frequency Receiver Upgrade,High Frequency Receiver Upgrade: This project includes the replacement and renewal of monitor receivers for the Military Aeronautical Communications System Maritime Command with high-frequency systems that will renew the life expectancy and enable back-end interconnectivity of all Canadian Armed Forces high-frequency radio stations.,1,2637000,2637000,2016,2016,2017-03-31,2017-03-31,2016,2016,,,,completed,0,0
dnd,hrrsd,dnd-hrrsd,National Defence,Human Resources Reporting System Decommissioning,"Human Resources Regorting System Decommissioning will provide human resource reporting and analytics capability using a self-service Analytics Service Delivery Model that is aligned with Defence Program Analytics goals and objectives. Further, this will disconnect the Windows 2003 server from the Department's networks and comply with Treasury Board Secretariat's Information Technology Policy Implementation Notice, ITPIN No: 2015- 03.",1,2000000,2000000,2019,2019,2020-10-01,2020-10-01,2019,2019,,,,completed,0,0
dnd,hyperion,dnd-hyperion,National Defence,Hyperion Project,"Hyperion Project: This project aims to create an experimental platform with the purpose of improving information exploitation capacity in support of more effective and efficient intenigence analysis. The prototype aims to build a software solution using the most recent open source projects, web 3.0 and semantic web technologies in order to capitalize on the bleeding edge development from open source communities. It also aims to integrate Big Data technologies in order to benefit from their scalable storage and proce,ssing to tackle the challenge of growing data size and heavy ·",1,1000000,1000000,2016,2016,2017-03-31,2017-03-31,2016,2016,,,,completed,0,0
dnd,iebmp,dnd-iebmp,National Defence,Infrastructure and Environment Business Modernization Project,"Infrastructure and Environment Business Modernization Project: This project will replace and consolidate the functionality of obsolete applications used to track maintenance, life safety, and code compliance including work orders for facility repairs and upkeep at bases/wings across the country. Moreover, it will build the foundation to support portfolio and program management. The business intelligence module will be enhanced to include reporting which supports portfolio and program management. The project will also en.able an integrated graphic representation of National Defence's real property",1,43100000,43100000,2016,2016,2017-03-31,2017-03-31,2016,2016,,,,completed,1,0
dnd,ieg,dnd-ieg,National Defence,Gateway Redundancy National Secret Information Exchange Gateway,"Gateway Redundancy National Secret Information Exchange Gateway (IEG) will establish an alternative capability to augment the existing gateway. This gateway will initially provide support for mission critical systems in support of NORAD operations. The project will design, engineer, test and accredit a redundant IEG capable of supporting email, web, chat, voice, video and mission systems.",1,2727142,2727142,2019,2019,2019-10-31,2019-10-31,2019,2019,,,,completed,0,0
dnd,iti,dnd-iti,National Defence,Information Technology Infrastructure (ITI) Enhancement,This project will design and procure the fundamental building blocks required to address short term deficiencies with the DND/CAF ITI and to prepare the enterprise infrastructure for the follow-on ITI in Support of Command and Control major capital project.,2,4401758,4973987,2019,2022,2021-03-31,2023-06-30,2019,2022,572229,13,2.25,behind schedule,0,0
dnd,itsm,dnd-itsm,National Defence,Information Technology Service Management,"Defence Renewal 3.1 - Information Technology Service Management: This project will·implement a streamlined model of Information Technology service delivery across National Defence focused on achieving efficiencies, reducing resource demands thus making resources available, and identifying cost savings. This will be achieved through the rationalization of Information Technology service provisioned across National Defence and the Car:iadian Armed Forces, the introduction of new Information Technology organizational constructs, and the creation of enterprise processes and establishment of an integral governance structure supporting enterprise service delivery..",1,45000000,45000000,2016,2016,2018-10-31,2018-10-31,2016,2016,,,,completed,1,0
dnd,itsm-password,dnd-itsm-password,National Defence,Information Technology Service Management Self-Serve Password Reset,Information Technology Service Management Self-Serve Password Reset : The project will implement a self- serve password reset capability on the DND's Wide Area Network (DWAN) and provide authorized and authenticated DWAN users the ability to self-reset their network password without having to call the Service Desk.,1,1442680,1442680,2019,2019,2020-06-30,2020-06-30,2019,2019,,,,completed,0,0
dnd,jdhsrm,dnd-jdhsrm,National Defence,Joint Deployable Headquarters and Signal Regiment Modernization,"Joint Deployable Headquarters and Signal Regiment Modernization: The project will improve 1 Canadian Division Headquarters' ability to fulfill the joint deployable headquarters function and the Joint Signal Regiment's ability to provide. integral support to the joint headquarters, as well as a national rear link function to all significant international and domestic operations and other assigned national tasks.",1,150000000,150000000,2016,2016,2026-03-31,2026-03-31,2016,2016,,,,unknown (past due),1,1
dnd,jiifc,dnd-jiifc,National Defence,Joint Information and Intelligence Fusion Capability,"Joint Information and Intelligence Fusion Capability: The project will deliver a capability to provide situational awareness to operations; provide issue and incident management; provide task ·prioritization, synchronization and de- confliction; provide briefing products; support both the operational planning process (OPP) planning cycle and intelligence preparation of the environment.",1,69000000,69000000,2016,2016,2018-12-31,2018-12-31,2016,2016,,,,completed,1,0
dnd,jta,dnd-jta,National Defence,Joint Targeting Automation Capability Optimization,"Joint Targeting Automation (JTA) - Capability Optimization will improve JTA networks and capabilities through implementation of redundancy and business continuity best practices, extend JTA application accessibility to the DND/CAF, and improve JTA interoperability and network connectivity.",1,3860800,3860800,2019,2019,2021-03-31,2021-03-31,2019,2019,,,,completed,0,0
dnd,lcss-itie,dnd-lcss-itie,National Defence,Land Command Support System Information Technology Infrastructure Enhancement,Land Command Support System (Information Technology Infrastructure Enhancement): The project is intended to design and procure the fundamental building blocks required to address short-term deficiencies with departmental Information.Technology Infrastructure and to prepare the enterprise infrastructure for the Information Technology Infrastructure in Support of the Command and Control Project.,1,4393000,4393000,2016,2016,2019-03-31,2019-03-31,2016,2016,,,,completed,0,0
dnd,lcss-lep,dnd-lcss-lep,National Defence,Land Command Support System Life Extension Project,"land Command Support System life Extension Project: The project is the necessary evolution of the current land Command Support System, which provides the Canadian Army with combat support capabilities including radio communications, networking, computer workstations, automated situational awareness, command control tools, and collaboration and system management tools to plan, monitor and control military land operations.",1,313417000,313417000,2016,2016,2019-09-30,2019-09-30,2016,2016,,,,completed,1,1
dnd,lcss-srm,dnd-lcss-srm,National Defence,Land Command Support System Intelligence Surveillance Reconnaissance,"Land Command Support System Intelligence Surveillance Reconnaissance . Modernization: This project will modernize and integrate the command, control and planning elements of the various Canadian Army intelligence, surveillance and reconnaissance systems.",1,383000000,383000000,2016,2016,2026-03-31,2026-03-31,2016,2016,,,,unknown (past due),1,1
dnd,lcss-tccism,dnd-lcss-tccism,National Defence,Land Command Support System Tactical Command and Control Information System Modernization,Land Command Support System Tactical Command and Control Information System Modernization: This project will modernize and re-capitalize the in- service tactical command and control information system components of the land command support system. This will incorporate major updates and replacement of the existing command support hardware and software components of the Canadian Army command support system from formation to individual tactical vehicle commander.sThis project will be supported by a robust tactical communications infrastructure.,1,150000000,150000000,2016,2016,2026-03-31,2026-03-31,2016,2016,,,,unknown (past due),1,1
dnd,masis,dnd-masis,National Defence,Illustrated Parts Catalogue (MASIS),"This project will improve the ability/capability of Defence Resource Management Information System (DRMIS) maintenance users to select components from assembly illustrations, bills of material or related parts details and add them directly into SAP Maintenance/Service orders.",2,3787000,8108000,2016,2022,2018-03-31,2024-03-31,2016,2022,4321000,114.1,6,behind schedule,0,0
dnd,mcc-se,dnd-mcc-se,National Defence,Monitoring Command & Control Security Enhancements,Security Enhancements (Monitoring Command and Control): The project is required to maintain and sustain vital monitoring capabilities to ensure that the department has the latest technologies to combat both cyber and insider- specific threats in multiple environments and security domains.,1,4350000,4350000,2016,2016,2019-03-31,2019-03-31,2016,2016,,,,completed,0,0
dnd,meosar,dnd-meosar,National Defence,Medium Earth Orbit Search and Rescue (MEOSAR),"Medium Earth Orbit Search and Rescue (MEOSAR): This project will develop and deliver the next generation of space-enhanced search and rescue capability by providing search and rescue repeaters, hosted on United States satellites. The project will ensure and enhance Canada's capability to locate alert beacons, fulfill Canada's obligations with respect to the international Cosmicheskaya Sistema Poiska Avariynyh Sudov-Search and Rescue Satellite-Aided Tracking (COSPAS-SARSAT) system Program Agreement, and deliver sound segment to receive anq process the search and rescue alert beacons from □eonlein distress.",1,322000000,322000000,2016,2016,2029-06-30,2029-06-30,2016,2016,,,,unknown (past due),1,1
dnd,mercury-global,dnd-mercury-global,National Defence,Mercury Global,"Mercury Global: This project will deliver Command Domain capabilities that address beyond line of sight communications deficiencies from 70 degrees North Latitude to 70 degrees South Latitude. The project will enable strategic, operational and, for larger units, tactical connectivity, supporting Command, Control, Communications, Computers, Intelligence, Surveillance and Reconnaissance; battle management; and combat support needs of the Canadian Armed Forces. It will provide the Canadian Armed Forces with assured access to high-capacity military reserved X-band and Ka-band frequency spectrums at rates exceeding our current Information Exchange Requirements with additional margin to accommodate forecasted future demands to 2031. The project will provide the Canadian Armed Forces with assured access to satellite capacity, sovereign ground entry sites and strategic deployable terminals, thereby achieving greater levels of governance, force management, capacity, availability, cost and integrated effects which are not possible through conventional leased commercial ,_ -- .",1,452000000,452000000,2016,2016,2018-09-30,2018-09-30,2016,2016,,,,completed,1,1
dnd,mpmct,dnd-mpmct,National Defence,Military Personnel Management Capability Transformation,"Military Personnel Management Capability Transformation: This _project is focused on the transformation of military personnel policies, processes, and procedures to realign with current best practices, and integrate updated Information Management/ Information Technology enablers to ensure technical currency and provide extended functionality. These changes are needed in order to establish a fully integrated, modern, and flexible approach to Military Personnel Management for Canadian Armed Forces commanders and leaders at the strategic, operational and tactical levels. The solution delivered bv this project is to be called Guardian.",1,224300000,224300000,2016,2016,2021-12-31,2021-12-31,2016,2016,,,,completed,1,1
dnd,mprp,dnd-mprp,National Defence,Military Pension Renewal Project,"Military Pension Renewal Project: The objective of the project is to transform the Canadian Forces Superannuation Act pension administration processes and the supporting information management and information technology enablers required to meet the Act's operational requirements. The project also a!ms to improve services to meet the needs of both current and former Regular Force members (Canadian Forces Pension Plan) and Reservists (Reserve Force Pension Plan), as well as those of their families/survivors. It will establish a modern, efficient solution that has the ability to oversee multiple plans, with common standards, on a single infrastructure.",1,185200000,185200000,2016,2016,2017-01-31,2017-01-31,2016,2016,,,,completed,1,1
dnd,msmu-s,dnd-msmu-s,National Defence,Network Security Monitoring Uplift Stabilization,Network Security Monitoring Uplift - Stabilization: The project is intended to engineer and·deliver a robust Network Security Monitoring platform initially focused on replacing existing legacy systems at the boundary/perimeter of email and internet systems and then focussed on addressing operational deficiencies.,1,1129000,1129000,2016,2016,2017-03-31,2017-03-31,2016,2016,,,,completed,0,0
dnd,nccisac,dnd-nccisac,National Defence,Network Command Control Integrated Situation Awareness Capability,"Network Command Control Integrated Situation Awareness Capability: This project will deliver a cyberspace situational awareness capability that achieves the operational requirement of mapping information technology services to priori.ty defence operations and missions, and implement a long- term in-service support program for the capability as a whole. This includes: refined existing and/or new defined operational processes; new software and computer tools; training capability for _operators and support personnel; and, long-term in-service support.",1,50000000,50000000,2016,2016,2023-08-31,2023-08-31,2016,2016,,,,unknown (past due),1,0
